row_label_raw,row_label_full,Tiền gửi của TCKT,1.583.449,1.710.007,numeric__1.583.449,numeric__1.710.007
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,611.904,627.417,611904.0,627417.0
Công ty TNHH,Công ty TNHH,Công ty TNHH,411.235,583.212,411235.0,583212.0
Công ty Có phần,Công ty Có phần,Công ty Có phần,389.970,314.657,389970.0,314657.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,9.132,11.690,9132.0,11690.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,161.208,173.031,161208.0,173031.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,16.350.355,13.650.217,16350355.0,13650217.0
Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,5.622.975,5.139.183,5622975.0,5139183.0
Tổng cộng,Tổng cộng,Tổng cộng,23.556.779,20.499.407,23556779.0,20499407.0
