row_label_raw,row_label_full,Loại tài sản đảm bảo,Giá trị đến > 31/12/2023,Giá trị đến > 31/12/2022,numeric__Giá trị đến > 31/12/2023,numeric__Giá trị đến > 31/12/2022
Bắt động sản,Bắt động sản,Bắt động sản,39.089.863,34.129.584,39089863.0,34129584.0
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,258.813,294.523,258813.0,294523.0
"Số tiết kiệm, kỳ phiếu và các giấy tờ có giá khác","Số tiết kiệm, kỳ phiếu và các giấy tờ có giá khác","Số tiết kiệm, kỳ phiếu và các giấy tờ có giá khác",967.832,1.153.015,967832.0,1153015.0
"Vật tư, hàng hóa","Vật tư, hàng hóa","Vật tư, hàng hóa",172.793,200.495,172793.0,200495.0
Tài sản thể chấp khác,Tài sản thể chấp khác,Tài sản thể chấp khác,2.857.387,2.029.080,2857387.0,2029080.0
Tổng,Tổng,Tổng,43.346.688,37.806.697,43346688.0,37806697.0
