row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,5.151.435.767.794,3.823.586.837.172,,400.0,,5151435767794.0,3823586837172.0
I.,I.,I.,Vốn chủ sở hữu,410,,5.151.435.767.794,3.823.586.837.172,,410.0,,5151435767794.0,3823586837172.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,V.24,3.777.483.840.000,2.518.325.090.000,,411.0,,3777483840000.0,2518325090000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.777.483.840.000,2.518.325.090.000,,,,3777483840000.0,2518325090000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,V.24,211.326.226.000,211.326.226.000,,412.0,,211326226000.0,211326226000.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,V.24,10.801.285.907,10.801.285.907,,414.0,,10801285907.0,10801285907.0
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,V.24,712.480.326.882,616.310.109.226,,418.0,,712480326882.0,616310109226.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,V.24,439.344.089.005,466.824.126.039,,421.0,,439344089005.0,466824126039.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,421a,,75.894.215.358,466.824.126.039,,,,75894215358.0,466824126039.0
-,- > -,-,Lợi nhuận sau thuế chưa phân phối kỳ này,421b,,363.449.873.647,-,,,,363449873647.0,
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,,422.0,,,
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,-,-,,429.0,,,
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cổ định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,7.842.669.672.677,6.403.754.434.823,,440.0,,7842669672677.0,6403754434823.0
