row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,1.026.332.766.569,1.515.697.523.598,1.0,,1026332766569.0,1515697523598.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.2,6.073.906.698,21.353.513.686,2.0,,6073906698.0,21353513686.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,1.020.258.859.871,1.494.344.009.912,10.0,,1020258859871.0,1494344009912.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.3,561.893.443.009,843.676.485.713,11.0,,561893443009.0,843676485713.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,458.365.416.862,650.667.524.199,20.0,,458365416862.0,650667524199.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.4,4.232.101.866,4.728.783.864,21.0,,4232101866.0,4728783864.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.5,54.754.111.349,71.507.449.032,22.0,,54754111349.0,71507449032.0
Trong đó: chi phí lãi vay,Trong đó: chi phí lãi vay,Trong đó: chi phí lãi vay,23,,45.352.507.564,71.688.784.363,23.0,,45352507564.0,71688784363.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,V.2b,121.669.299.256,-,24.0,,121669299256.0,
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,VI.6,32.713.104.498,37.268.971.708,25.0,,32713104498.0,37268971708.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,VI.7,76.257.259.022,63.545.736.704,26.0,,76257259022.0,63545736704.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,420.542.343.115,483.074.150.619,30.0,,420542343115.0,483074150619.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,VI.8,24.327.581.195,28.330.308.237,31.0,,24327581195.0,28330308237.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,VI.9,29.978.778.504,17.011.811.260,32.0,,29978778504.0,17011811260.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,(5.651.197.309),11.318.496.977,40.0,,-5651197309.0,11318496977.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,414.891.145.806,494.392.647.596,50.0,,414891145806.0,494392647596.0
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.17,60.753.252.321,99.539.754.629,51.0,,60753252321.0,99539754629.0
17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,52.0,,,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,354.137.893.485,394.852.892.967,60.0,,354137893485.0,394852892967.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,354.137.893.485,394.852.892.967,61.0,,354137893485.0,394852892967.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,-,-,62.0,,,
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,VI.10,931,1.458,70.0,,931.0,1458.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,VI.10,931,1.458,71.0,,931.0,1458.0
