row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,29.284.538.871,-,22.141.336.104,-,29284538871.0,,22141336104.0,
Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,27.703.478.871,-,16.185.034.893,-,27703478871.0,,16185034893.0,
Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu phí quản lý,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu phí quản lý,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu phí quản lý,1.581.060.000,-,5.956.301.211,-,1581060000.0,,5956301211.0,
Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,10.086.534.108,-,12.115.270.224,-,10086534108.0,,12115270224.0,
Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,119.040.732,-,79.545.185,-,119040732.0,,79545185.0,
Lãi tiền gửi ngân hàng dự thu,Lãi tiền gửi ngân hàng dự thu,Lãi tiền gửi ngân hàng dự thu,294.172.050,-,452.411.508,-,294172050.0,,452411508.0,
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,818.226.927,-,1.510.226.842,-,818226927.0,,1510226842.0,
"Các khoản ký quỹ, ký cược ngắn hạn","Các khoản ký quỹ, ký cược ngắn hạn","Các khoản ký quỹ, ký cược ngắn hạn",440.000.000,-,2.363.221.000,-,440000000.0,,2363221000.0,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,8.415.094.399,-,7.709.865.689,-,8415094399.0,,7709865689.0,
Cộng,Cộng,Cộng,39.371.072.979,-,34.256.606.328,-,39371072979.0,,34256606328.0,
