row_label_raw,row_label_full,Số đầu năm,Năm nay > 337.260.706,Năm trước > -,numeric__Năm nay > 337.260.706,numeric__Năm trước > -
Trích lập dự phòng,Trích lập dự phòng,Trích lập dự phòng,4.249.201.797,337.260.706,4249201797.0,337260706.0
Số cuối năm,Số cuối năm,Số cuối năm,4.586.462.503,337.260.706,4586462503.0,337260706.0
