row_label_raw,row_label_full,col_0,Chức danh,Tiền lương,Thường,Thù lao,Cộng thu nhập,numeric__Chức danh,numeric__Tiền lương,numeric__Thường,numeric__Thù lao,numeric__Cộng thu nhập
Bà Châu Thị Văn,Bà Châu Thị Văn,Bà Châu Thị Văn,Thành viên Ban Kiểm soát,-,-,132.800.000,132.800.000,,,,132800000.0,132800000.0
Bà Châu Thị Văn,Bà Châu Thị Văn,Bà Châu Thị Văn,Tổng Giám đốc,,,,,,,,,
Ông Trịnh Thanh Hùng,Bà Châu Thị Văn > Ông Trịnh Thanh Hùng,Ông Trịnh Thanh Hùng,,840.000.000,490.000.000,-,1.330.000.000,,840000000.0,490000000.0,,1330000000.0
Bà Võ Thị Huyền Trang,Bà Châu Thị Văn > Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,Thành viên HĐQTPhó Tổng Giám đốc,660.000.000,385.000.000,185.900.000,1.230.900.000,,660000000.0,385000000.0,185900000.0,1230900000.0
Ông Trần Ngọc Hiền,Bà Châu Thị Văn > Ông Trần Ngọc Hiền,Ông Trần Ngọc Hiền,Phó Tổng Giám đốc,660.000.000,385.000.000,-,1.045.000.000,,660000000.0,385000000.0,,1045000000.0
Ông Vũ Phi Hùng,Bà Châu Thị Văn > Ông Vũ Phi Hùng,Ông Vũ Phi Hùng,Phó Tổng Giám đốc,214.545.455,110.000.000,-,324.545.455,,214545455.0,110000000.0,,324545455.0
Bà Bửi Thị Thủy,Bà Châu Thị Văn > Bà Bửi Thị Thủy,Bà Bửi Thị Thủy,Kế toán trưởng,660.000.000,385.000.000,-,1.045.000.000,,660000000.0,385000000.0,,1045000000.0
Cộng,Bà Châu Thị Văn > Cộng,Cộng,,3.934.545.455,2.280.000.000,1.726.300.000,7.940.845.455,,3934545455.0,2280000000.0,1726300000.0,7940845455.0
Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,Năm trước,,,,,
Ông Đồ Quang Ngôn,Năm trước > Ông Đồ Quang Ngôn,Ông Đồ Quang Ngôn,Chú tịch HĐQT,900.000.000,375.000.000,528.900.000,1.803.900.000,,900000000.0,375000000.0,528900000.0,1803900000.0
Ông Quảng Văn Việt Cương,Năm trước > Ông Quảng Văn Việt Cương,Ông Quảng Văn Việt Cương,Phó Chủ tịch HĐQT,,-,423.100.000,423.100.000,,,,423100000.0,423100000.0
Bà Lê Thị Xuân Diệu,Bà Lê Thị Xuân Diệu,Bà Lê Thị Xuân Diệu,Thành viên HĐQT(bố nhiệm từ ngày 07/4/2023),,-,-,-,,,,,
Bà Lê Thị Xuân Diệu,Bà Lê Thị Xuân Diệu > Bà Lê Thị Xuân Diệu,Bà Lê Thị Xuân Diệu,Thành viên HĐQT(miễn nhiệm từ ngày 07/4/2023),,-,246.800.000,246.800.000,,,,246800000.0,246800000.0
Ông Lê Đức Thịnh,Bà Lê Thị Xuân Diệu > Ông Lê Đức Thịnh,Ông Lê Đức Thịnh,Thành viên HĐQT,,-,246.800.000,246.800.000,,,,246800000.0,246800000.0
Ông Trần Thiện Thế,Bà Lê Thị Xuân Diệu > Ông Trần Thiện Thế,Ông Trần Thiện Thế,Trường Ban Kiểm soát,,-,246.800.000,246.800.000,,,,246800000.0,246800000.0
Ông Nguyễn Hải Hoàng,Bà Lê Thị Xuân Diệu > Ông Nguyễn Hải Hoàng,Ông Nguyễn Hải Hoàng,Thành viên Ban Kiểm soát,,-,176.300.000,176.300.000,,,,176300000.0,176300000.0
Bà Lê Thị Thủy Dương,Bà Lê Thị Xuân Diệu > Bà Lê Thị Thủy Dương,Bà Lê Thị Thủy Dương,Thành viên Ban Kiểm soát,,-,176.300.000,176.300.000,,,,176300000.0,176300000.0
Bà Châu Thị Văn,Bà Lê Thị Xuân Diệu > Bà Châu Thị Văn,Bà Châu Thị Văn,Tổng Giám đốc,840.000.000,618.000.000,-,1.458.000.000,,840000000.0,618000000.0,,1458000000.0
Ông Trịnh Thanh Hùng,Ông Trịnh Thanh Hùng,Ông Trịnh Thanh Hùng,,,,,,,,,,
Bà Võ Thị Huyền Trang,Ông Trịnh Thanh Hùng > Bà Võ Thị Huyền Trang,Bà Võ Thị Huyền Trang,Thành viên HĐQTPhó Tổng Giám đốc,660.000.000,452.000.000,246.800.000,1.358.800.000,,660000000.0,452000000.0,246800000.0,1358800000.0
Ông Trần Ngọc Hiền,Ông Trịnh Thanh Hùng > Ông Trần Ngọc Hiền,Ông Trần Ngọc Hiền,Phó Tổng Giám đốc,660.000.000,452.000.000,-,1.112.000.000,,660000000.0,452000000.0,,1112000000.0
Bà Bửi Thị Thủy,Ông Trịnh Thanh Hùng > Bà Bửi Thị Thủy,Bà Bửi Thị Thủy,Kế toán trưởng,660.000.000,452.000.000,-,1.112.000.000,,660000000.0,452000000.0,,1112000000.0
Cộng,Ông Trịnh Thanh Hùng > Cộng,Cộng,,3.720.000.000,2.349.000.000,2.291.800.000,8.360.800.000,,3720000000.0,2349000000.0,2291800000.0,8360800000.0
