row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do trích lập từ lợi nhuận,Chi quỹ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng do trích lập từ lợi nhuận,numeric__Chi quỹ trong năm,numeric__Số cuối năm
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",57.930.988.749,30.335.824.225,(24.414.698.920),63.852.114.054,57930988749.0,30335824225.0,-24414698920.0,63852114054.0
"Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành",190.200.000,-,-,190.200.000,190200000.0,,,190200000.0
Cộng,Cộng,Cộng,58.121.188.749,30.335.824.225,(24.414.698.920),64.042.314.054,58121188749.0,30335824225.0,-24414698920.0,64042314054.0
