row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,21,2.372.957.441.096,2.752.653.519.158,,1.0,21.0,2372957441096.0,2752653519158.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,2.372.957.441.096,2.752.653.519.158,,10.0,,2372957441096.0,2752653519158.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,22,1.004.463.840.352,995.874.575.613,,11.0,22.0,1004463840352.0,995874575613.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.368.493.600.744,1.756.778.943.545,,20.0,,1368493600744.0,1756778943545.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,24,150.027.528.927,188.568.081.711,,21.0,24.0,150027528927.0,188568081711.0
6.,6.,6.,Chi phí tài chính,22,25,60.473.976.086,64.750.909.360,,22.0,25.0,60473976086.0,64750909360.0
,,,- Trong đó: Chi phí lãi vay,23,,58.729.852.906,64.139.997.242,,23.0,,58729852906.0,64139997242.0
7.,7.,7.,Phần lãi trong công ty liên kết,24,5,20.383.134.950,20.067.818.146,,24.0,5.0,20383134950.0,20067818146.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,26,89.156.961.632,90.197.654.079,,26.0,26.0,89156961632.0,90197654079.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-26),30,,1.389.273.326.903,1.810.466.279.963,,30.0,,1389273326903.0,1810466279963.0
10.,10.,10.,Thu nhập khác,31,,75.303.511,18.055.442.978,,31.0,,75303511.0,18055442978.0
11.,11.,11.,Chi phí khác,32,,72.831.006,982.280.831,,32.0,,72831006.0,982280831.0
12.,12.,12.,Lợi nhuận khác (40=31-32),40,,2.472.505,17.073.162.147,,40.0,,2472505.0,17073162147.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.389.275.799.408,1.827.539.442.110,,50.0,,1389275799408.0,1827539442110.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,27,260.077.513.434,323.002.521.905,,51.0,27.0,260077513434.0,323002521905.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,1.129.198.285.974,1.504.536.920.205,,60.0,,1129198285974.0,1504536920205.0
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,1.123.173.498.184,1.496.872.518.578,,61.0,,1123173498184.0,1496872518578.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,6.024.787.790,7.664.401.627,,62.0,,6024787790.0,7664401627.0
16.,16.,16.,Lãi cơ bản trên cổ phiếu,70,28,2.659,3.421,,70.0,28.0,2659.0,3421.0
