row_label_raw,row_label_full,a. Đầu tư nằm giữ đến ngày đáo hạn,Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,Số cuối năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn,Số đầu năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,Số đầu năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số cuối năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số cuối năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số đầu năm > Giá gốc > a. Đầu tư nằm giữ đến ngày đáo hạn,numeric__Số đầu năm > VND Giá trị ghi số > a. Đầu tư nằm giữ đến ngày đáo hạn
a1) Ngắn hạn,a1) Ngắn hạn,a1) Ngắn hạn,70.000.000.000,70.000.000.000,400.000.000.000,400.000.000.000,70000000000.0,70000000000.0,400000000000.0,400000000000.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),70.000.000.000,70.000.000.000,400.000.000.000,400.000.000.000,70000000000.0,70000000000.0,400000000000.0,400000000000.0
a2) Dải hạn,a2) Dải hạn,a2) Dải hạn,30.000.000.000,30.000.000.000,2.980.000.000,2.980.000.000,30000000000.0,30000000000.0,2980000000.0,2980000000.0
Tiền gửi có kỳ hạn (ii),Tiền gửi có kỳ hạn (ii),Tiền gửi có kỳ hạn (ii),30.000.000.000,30.000.000.000,-,-,30000000000.0,30000000000.0,,
Trái phiếu,Trái phiếu,Trái phiếu,-,-,2.980.000.000,2.980.000.000,,,2980000000.0,2980000000.0
