row_label_raw,row_label_full,Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam > Tổng Công ty Điện lực Miền Nam,Số cuối nămVND > 1.167.567.968.808 > 9.863.611.087,Số đầu nămVND > 524.784.121.092 > 10.722.753.694,numeric__Số cuối nămVND > 1.167.567.968.808 > 9.863.611.087,numeric__Số đầu nămVND > 524.784.121.092 > 10.722.753.694
Khác,Khác,Khác,3.549.320.292,3.924.150.842,3549320292.0,3924150842.0
,,,1.180.980.900.187,539.431.025.628,1180980900187.0,539431025628.0
Trong đó: Phải thu ngẩm hạn khách hàng là các bên liên quan (Chỉ tiết tại Thuyết minh số 29),Trong đó: Phải thu ngẩm hạn khách hàng là các bên liên quan (Chỉ tiết tại Thuyết minh số 29),Trong đó: Phải thu ngẩm hạn khách hàng là các bên liên quan (Chỉ tiết tại Thuyết minh số 29),1.177.431.579.895,535.506.874.786,1177431579895.0,535506874786.0
