row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Trong năm > VND Chênh lệch tỷ giá,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Trong năm > VND Chênh lệch tỷ giá,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Công ty Tài chính Cổ phần Điện lực (i),Công ty Tài chính Cổ phần Điện lực (i),Công ty Tài chính Cổ phần Điện lực (i),914.025.856.392,914.025.856.392,-,(52.951.849.244),(39.331.462.406),821.742.544.742,821.742.544.742,914025856392.0,914025856392.0,,-52951849244.0,-39331462406.0,821742544742.0,821742544742.0
Ngân hàng Phát triển Châu Á (ii),Ngân hàng Phát triển Châu Á (ii),Ngân hàng Phát triển Châu Á (ii),629.088.692.082,629.088.692.082,-,(136.343.830.048),15.184.201.930,507.929.063.964,507.929.063.964,629088692082.0,629088692082.0,,-136343830048.0,15184201930.0,507929063964.0,507929063964.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn - Chi nhánh Ninh Thuận (iii),Ngân hàng Nông nghiệp và Phát triển Nông thôn - Chi nhánh Ninh Thuận (iii),Ngân hàng Nông nghiệp và Phát triển Nông thôn - Chi nhánh Ninh Thuận (iii),240.124.100.164,240.124.100.164,-,(32.000.000.000),-,208.124.100.164,208.124.100.164,240124100164.0,240124100164.0,,-32000000000.0,,208124100164.0,208124100164.0
,,,1.783.238.648.638,1.783.238.648.638,-,(221.295.679.292),(24.147.260.476),1.537.795.708.870,1.537.795.708.870,1783238648638.0,1783238648638.0,,-221295679292.0,-24147260476.0,1537795708870.0,1537795708870.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,,
Số phải trả trong vòng 12 tháng,Trong đó: > Số phải trả trong vòng 12 tháng,Số phải trả trong vòng 12 tháng,212.684.533.006,,,,,130.389.844.451,,212684533006.0,,,,,130389844451.0,
Số phải trả sau 12 tháng,Trong đó: > Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,1.570.554.115.632,,,,,1.407.405.864.419,,1570554115632.0,,,,,1407405864419.0,
