row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,,
Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam,Bán hàng và cung cấp dịch vụ > Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam,Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam,2.283.967.798.273,2.648.729.390.994,2283967798273.0,2648729390994.0
Tổng Công ty Điện lực Miền Nam,Bán hàng và cung cấp dịch vụ > Tổng Công ty Điện lực Miền Nam,Tổng Công ty Điện lực Miền Nam,85.837.992.591,90.972.728.764,85837992591.0,90972728764.0
Công ty Thủy điện Đại Ninh,Bán hàng và cung cấp dịch vụ > Công ty Thủy điện Đại Ninh,Công ty Thủy điện Đại Ninh,188.289.000,170.780.400,188289000.0,170780400.0
Công ty Thủy điện Đồng Nai,Bán hàng và cung cấp dịch vụ > Công ty Thủy điện Đồng Nai,Công ty Thủy điện Đồng Nai,44.910.000,80.838.000,44910000.0,80838000.0
,,,2.370.038.989.864,2.739.953.738.158,2370038989864.0,2739953738158.0
Mua hàng và dịch vụ,Mua hàng và dịch vụ,Mua hàng và dịch vụ,Mua hàng và dịch vụ,Mua hàng và dịch vụ,,
Tập đoàn Điện lực Việt Nam,Mua hàng và dịch vụ > Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,5.436.994.559,3.689.527.417,5436994559.0,3689527417.0
Công ty Cổ phần Tư vấn Xây dựng Điện 2,Mua hàng và dịch vụ > Công ty Cổ phần Tư vấn Xây dựng Điện 2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,4.170.711.980,3.345.269.107,4170711980.0,3345269107.0
,,,9.607.706.539,7.034.796.524,9607706539.0,7034796524.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,Lãi cho vay,Lãi cho vay,,
Tổng Công ty Phát điện 1,Lãi cho vay > Tổng Công ty Phát điện 1,Tổng Công ty Phát điện 1,71.154.024.775,60.017.182.223,71154024775.0,60017182223.0
,,,71.154.024.775,60.017.182.223,71154024775.0,60017182223.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,,
Công ty Cổ phần Thủy điện A Vương,Cổ tức được chia > Công ty Cổ phần Thủy điện A Vương,Công ty Cổ phần Thủy điện A Vương,24.668.794.985,9.026.741.500,24668794985.0,9026741500.0
Công ty Cổ phần Thủy điện Sông Ba Hạ,Cổ tức được chia > Công ty Cổ phần Thủy điện Sông Ba Hạ,Công ty Cổ phần Thủy điện Sông Ba Hạ,6.969.600.000,3.200.000.000,6969600000.0,3200000000.0
,,,31.638.394.985,12.226.741.500,31638394985.0,12226741500.0
Nhận cổ tức,Nhận cổ tức,Nhận cổ tức,Nhận cổ tức,Nhận cổ tức,,
Công ty Cổ phần Thủy điện A Vương,Nhận cổ tức > Công ty Cổ phần Thủy điện A Vương,Công ty Cổ phần Thủy điện A Vương,19.265.645.430,9.026.741.500,19265645430.0,9026741500.0
Công ty Cổ phần Thủy điện Sông Ba Hạ,Nhận cổ tức > Công ty Cổ phần Thủy điện Sông Ba Hạ,Công ty Cổ phần Thủy điện Sông Ba Hạ,6.969.600.000,3.200.000.000,6969600000.0,3200000000.0
,,,26.235.245.430,12.226.741.500,26235245430.0,12226741500.0
Chia cổ tức,Chia cổ tức,Chia cổ tức,Chia cổ tức,Chia cổ tức,,
Tổng Công ty Phát điện 1,Chia cổ tức > Tổng Công ty Phát điện 1,Tổng Công ty Phát điện 1,2.279.356.740.000,1.477.360.850.000,2279356740000.0,1477360850000.0
,,,2.279.356.740.000,1.477.360.850.000,2279356740000.0,1477360850000.0
Chi trả cổ tức,Chi trả cổ tức,Chi trả cổ tức,Chi trả cổ tức,Chi trả cổ tức,,
Tổng Công ty Phát điện 1,Chi trả cổ tức > Tổng Công ty Phát điện 1,Tổng Công ty Phát điện 1,844.206.200.000,1.477.360.850.000,844206200000.0,1477360850000.0
,,,844.206.200.000,1.477.360.850.000,844206200000.0,1477360850000.0
