row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
"Nhà xưởng, vật kiến trúc","Nhà xưởng, vật kiến trúc","Nhà xưởng, vật kiến trúc",10 – 50,
"Máy móc, thiết bị","Máy móc, thiết bị","Máy móc, thiết bị",08 – 15,
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,05 – 15,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,03 – 05,
