row_label_raw,row_label_full,CHỈ TIỀU,Mã số,TM,Năm 2023,Năm 2022,numeric__Mã số,numeric__TM,numeric__Năm 2023,numeric__Năm 2022
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1. Lợi nhuận trước thuế,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,470.659.566.355,455.331.527.507,1.0,,470659566355.0,455331527507.0
2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,,,,
Khấu hao TSCĐ và BĐSĐT,2. Điều chỉnh cho các khoản: > Khấu hao TSCĐ và BĐSĐT,Khấu hao TSCĐ và BĐSĐT,02,5.6,5.027.414.233,3.953.035.278,2.0,56.0,5027414233.0,3953035278.0
Các khoản dự phòng,2. Điều chỉnh cho các khoản: > Các khoản dự phòng,Các khoản dự phòng,03,,47.427.335.287,34.265.353.925,3.0,,47427335287.0,34265353925.0
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ","2. Điều chỉnh cho các khoản: > Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ",04,,(17.813.453),72.905.733,4.0,,-17813453.0,72905733.0
"Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản: > Lãi, lỗ từ hoạt động đầu tư","Lãi, lỗ từ hoạt động đầu tư",05,,(463.156.420.086),(510.292.730.614),5.0,,-463156420086.0,-510292730614.0
Chi phí lãi vay,2. Điều chỉnh cho các khoản: > Chi phí lãi vay,Chi phí lãi vay,06,5.4,121.972.603,-,6.0,54.0,121972603.0,
Các khoản điều chỉnh khác,2. Điều chỉnh cho các khoản: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,07,,111.952.744,5.030.536.276,7.0,,111952744.0,5030536276.0
3. Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đối vốn lưu động,2. Điều chỉnh cho các khoản: > 3. Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đối vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đối vốn lưu động,08,,60.174.007.683,(11.639.371.895),8.0,,60174007683.0,-11639371895.0
