row_label_raw,row_label_full,STT,Tên,Ngành nghề hoạt động chính,Địa chỉ,Tỷ lệ vốn góp,numeric__Tên,numeric__Ngành nghề hoạt động chính,numeric__Địa chỉ,numeric__Tỷ lệ vốn góp
1.,1.,1.,Công ty Cổ phần Sonadezi Giang Điền,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Số 1, Đường 1, khu công nghiệp Biên Hòa 1, phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai","46,45%",,,,0.4645
2.,2.,2.,Công ty Cổ phần Sonadezi Long Bình,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Số 1, Đường 3A, khu công nghiệp Biên Hòa 2, phường Long Bình Tân, thành phố Biên Hòa, tỉnh Đồng Nai","46,22%",,,,0.4622
3.,3.,3.,Công ty Cổ phần Dịch vụ Sonadezi,Thu gom rác thải không độc hại,"Số 1, Đường 1, khu công nghiệp Biên Hòa 1, phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai","20,00%",,,,0.2
4.,4.,4.,Công ty Cổ phần Sonadezi Châu Đức,"Đầu tư xây dựng và kinh doanh cơ sở hạ tầng khu công nghiệp, kinh doanh bất động sản","Số 1, Đường 1, khu công nghiệp Biên Hòa 1, phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai","46,84%",,,,0.46840000000000004
5.,5.,5.,Công ty Cổ phần Sonadezi An Bình,Xây dựng công trình,"Số 113-116 lô C2, Đường 9, khu dân cư An Bình, phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai","37,95%",,,,0.3795
6.,6.,6.,Công ty Cổ phần Sonadezi Bình Thuận,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","443 Khu phố 1, thị trấn Tân Minh, huyện Hàm Tân, tỉnh Bình Thuận","42,00%",,,,0.42
