row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2023,Tại ngày 01/01/2023,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2023,numeric__Tại ngày 01/01/2023
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,3.640.861.687.327,3.359.100.009.355,200.0,,3640861687327.0,3359100009355.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.274.817.500,1.274.817.500,210.0,,1274817500.0,1274817500.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,,200.000.000,200.000.000,212.0,,200000000.0,200000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,4.4,1.074.817.500,1.074.817.500,216.0,44.0,1074817500.0,1074817500.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,4.995.997.065,4.261.666.834,220.0,,4995997065.0,4261666834.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.7,2.827.532.161,2.672.006.674,221.0,47.0,2827532161.0,2672006674.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,15.181.719.177,13.957.728.268,222.0,,15181719177.0,13957728268.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(12.354.187.016),(11.285.721.594),223.0,,-12354187016.0,-11285721594.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.8,2.168.464.904,1.589.660.160,227.0,48.0,2168464904.0,1589660160.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,7.585.907.770,6.293.967.770,228.0,,7585907770.0,6293967770.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(5.417.442.866),(4.704.307.610),229.0,,-5417442866.0,-4704307610.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.9,56.704.188.882,29.521.654.282,230.0,49.0,56704188882.0,29521654282.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,175.622.460.556,144.992.848.847,231.0,,175622460556.0,144992848847.0
2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(118.918.271.674),(115.471.194.565),232.0,,-118918271674.0,-115471194565.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,152.695.985.796,29.925.705.705,240.0,,152695985796.0,29925705705.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,4.10,152.695.985.796,29.925.705.705,242.0,410.0,152695985796.0,29925705705.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,4.2,3.135.362.610.395,3.176.852.406.727,250.0,42.0,3135362610395.0,3176852406727.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.744.762.870.217,1.744.762.870.217,251.0,,1744762870217.0,1744762870217.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,1.313.960.016.169,1.314.423.201.487,252.0,,1313960016169.0,1314423201487.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,149.148.164.350,149.148.164.350,253.0,,149148164350.0,149148164350.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(72.508.440.341),(31.481.829.327),254.0,,-72508440341.0,-31481829327.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,289.828.087.689,117.263.758.307,260.0,,289828087689.0,117263758307.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,4.11,289.828.087.689,117.263.758.307,261.0,411.0,289828087689.0,117263758307.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,4.490.920.761.047,4.477.370.237.304,270.0,,4490920761047.0,4477370237304.0
