row_label_raw,row_label_full,col_0,Năm 2023VND,Năm 2022VND,numeric__Năm 2023VND,numeric__Năm 2022VND
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,27.065.496.736,25.294.243.211,27065496736.0,25294243211.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,597.831.097,738.447.944,597831097.0,738447944.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,1.276.971.218,1.150.001.672,1276971218.0,1150001672.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",63.918.526,4.000.000,63918526.0,4000000.0
Chi phí dự phòng nợ phải thu khó đòi,Chi phí dự phòng nợ phải thu khó đòi,Chi phí dự phòng nợ phải thu khó đòi,6.400.724.273,6.666.153.743,6400724273.0,6666153743.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,2.322.107.022,2.405.896.181,2322107022.0,2405896181.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,18.050.198.209,14.760.708.288,18050198209.0,14760708288.0
Chi phí thuê văn phòng,Chi phí thuê văn phòng,Chi phí thuê văn phòng,4.299.270.000,4.212.666.000,4299270000.0,4212666000.0
Chi phí khác,Chi phí khác,Chi phí khác,13.750.928.209,10.548.042.288,13750928209.0,10548042288.0
Cộng,Cộng,Cộng,55.777.247.081,51.019.451.039,55777247081.0,51019451039.0
