row_label_raw,row_label_full,Lợi nhuận kế toán trước thuế trong năm,Năm 2023VND > 470.659.566.355,Năm 2022VND > 455.331.527.507,numeric__Năm 2023VND > 470.659.566.355,numeric__Năm 2022VND > 455.331.527.507
Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,39.682.318.023,14.725.754.024,39682318023.0,14725754024.0
Trừ: Thu nhập được miễn thuế,Trừ: Thu nhập được miễn thuế,Trừ: Thu nhập được miễn thuế,(409.088.098.708),(472.117.529.136),-409088098708.0,-472117529136.0
Trừ: Lỗ năm trước chuyển sang,Trừ: Lỗ năm trước chuyển sang,Trừ: Lỗ năm trước chuyển sang,(2.060.247.605),-,-2060247605.0,
Thu nhập tính thuế từ hoạt động kinh doanh,Thu nhập tính thuế từ hoạt động kinh doanh,Thu nhập tính thuế từ hoạt động kinh doanh,99.193.538.065,(2.060.247.605),99193538065.0,-2060247605.0
Thuế suất thuế TNDN hiện hành,Thuế suất thuế TNDN hiện hành,Thuế suất thuế TNDN hiện hành,20%,20%,0.2,0.2
Chi phí thuế TNDN tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế TNDN tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế TNDN tính trên thu nhập chịu thuế năm hiện hành,19.838.707.613,-,19838707613.0,
