row_label_raw,row_label_full,STT,Tên,Ngành nghề hoạt động chính,Địa chỉ,Tỷ lệ vốn góp,numeric__Tên,numeric__Ngành nghề hoạt động chính,numeric__Địa chỉ,numeric__Tỷ lệ vốn góp
1.,1.,1.,Công ty Cổ phần Xây dựng Đồng Nai,Xây dựng công trình dân dụng,"Số 9 Đường Huỳnh Văn Nghệ, phường Bửu Long, thành phố Biên Hòa, tỉnh Đồng Nai","40,00%",,,,0.4
2.,2.,2.,Công ty Cổ phần Sơn Đồng Nai,"Sản xuất kinh doanh sản phẩm về sơn, bột trét tưởng","Đường 7, khu công nghiệp Biên Hòa 1, phường An Bình, thành phố Biên Hòa, tỉnh Đồng Nai","30,01%",,,,0.30010000000000003
3.,3.,3.,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"Đào tạo cao đẳng, đại học và sau đại học","Số 1, Đường 6A, khu công nghiệp Biên Hòa 2, phường Long Bình Tân, thành phố Biên Hòa, tỉnh Đồng Nai","40,00%",,,,0.4
4.,4.,4.,Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,"Xây dựng công trình giao thông, đầu tư xây dựng công trình giao thông (theo phương thức hợp đồng Xây dựng - Kinh doanh - Chuyển giao (BOT))","Số 315, Đường Võ Nguyên Giáp, phường Phước Tân, thành phố Biên Hòa, tỉnh Đồng Nai","39,72%",,,,0.3972
5.,5.,5.,Công ty Cổ phần Kinh doanh nhà Đồng Nai,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Số 121 Phan Chu Trinh, phường Quang Vinh, thành phố Biên Hòa, tỉnh Đồng Nai","36,00%",,,,0.36
