row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025,Ngày 31 tháng 12năm 2024(Trình bảy lại),numeric__Ngày 31 tháng 12năm 2025,numeric__Ngày 31 tháng 12năm 2024(Trình bảy lại)
,,,Triệu đồng,Triệu đồng,,
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,799.777.704,566.518.697,799777704.0,566518697.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,24.052.316,35.511.797,24052316.0,35511797.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,7.142.337,6.555.076,7142337.0,6555076.0
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,6.036.752,6.809.697,6036752.0,6809697.0
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,8.431.697,5.379.910,8431697.0,5379910.0
,,,845.440.806,620.775.177,845440806.0,620775177.0
