row_label_raw,row_label_full,col_0,Quả hạn,Quả hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng côngTriệu đồng,numeric__Quả hạn,numeric__Quả hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng côngTriệu đồng
,,,Trên 3 thángTriệu đồng,Đến 3thángTriệu đồng,Dế n 1 thángTriệu đồng,Từ 1 đến 3thángTriệu đồng,Từ 3 đến 12thángTriệu đồng,Từ 1 đến 5nămTriệu đồng,Trên 5 nămTriệu đồng,Tổng côngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mật, vàng bạc, đá quỹ","Tài sản > Tiền mật, vàng bạc, đá quỹ","Tiền mật, vàng bạc, đá quỹ",-,-,2.774.182,-,-,-,-,2.774.182,,,2774182.0,,,,,2774182.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tài sản > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,-,-,12.963.936,-,-,-,-,12.963.936,,,12963936.0,,,,,12963936.0
Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,Tài sản > Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,Tiền gửi và cấp tín dụng cho các TCTD khác - gộp,-,-,187.724.318,14.838.040,883.809,-,-,203.446.167,,,187724318.0,14838040.0,883809.0,,,203446167.0
Cho vay khách hàng và mua nợ - gộp,Tài sản > Cho vay khách hàng và mua nợ - gộp,Cho vay khách hàng và mua nợ - gộp,8.678.513,2.261.718,71.696.209,87.040.057,221.780.022,312.623.311,142.758.387,846.838.217,8678513.0,2261718.0,71696209.0,87040057.0,221780022.0,312623311.0,142758387.0,846838217.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,10.121.477,3.242.337,10.893.520,23.785.397,14.706.591,62.749.322,,,10121477.0,3242337.0,10893520.0,23785397.0,14706591.0,62749322.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,22.763.195,22.763.195,,,,,,,22763195.0,22763195.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,1.711.510,1.711.510,,,,,,,1711510.0,1711510.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,48.059,-,26.919.367,1.436.479,1.820.022,-,-,30.223.927,48059.0,,26919367.0,1436479.0,1820022.0,,,30223927.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,8.726.572,2.261.718,312.199.489,106.556.913,235.377.373,336.408.708,181.939.683,1.183.470.456,8726572.0,2261718.0,312199489.0,106556913.0,235377373.0,336408708.0,181939683.0,1183470456.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN Việt Nam,Nợ phải trả > Các khoản nợ Chính phủ và NHNN Việt Nam,Các khoản nợ Chính phủ và NHNN Việt Nam,-,-,13.553,1.752,-,-,-,15.305,,,13553.0,1752.0,,,,15305.0
"Tiền gửi và vay các Tổ chức tải chính, Tổ chức tín dụng khác","Nợ phải trả > Tiền gửi và vay các Tổ chức tải chính, Tổ chức tín dụng khác","Tiền gửi và vay các Tổ chức tải chính, Tổ chức tín dụng khác",-,-,143.354.662,14.200.854,32.722.047,73.976.912,789.555,265.044.030,,,143354662.0,14200854.0,32722047.0,73976912.0,789555.0,265044030.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,190.379.485,148.871.600,283.433.215,8.661.486,375,631.346.161,,,190379485.0,148871600.0,283433215.0,8661486.0,375.0,631346161.0
Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Công cụ tài chính phải sinh và các khoản nợ tài chính khác,Công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,-,(147.999),648.367,70.817,386.035,-,957.220,,,-147999.0,648367.0,70817.0,386035.0,,957220.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,214,1.102,3.411,10.135,1.532,16.394,,,214.0,1102.0,3411.0,10135.0,1532.0,16394.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,2.325.000,12.787.829,75.474.880,-,90.587.709,,,,2325000.0,12787829.0,75474880.0,,90587709.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,25.526.951,-,-,-,-,25.526.951,,,25526951.0,,,,,25526951.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,359.126.866,166.048.675,329.017.319,158.509.448,791.462,1.013.493.770,,,359126866.0,166048675.0,329017319.0,158509448.0,791462.0,1013493770.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,8.726.572,2.261.718,(46.927.377),(59.491.762),(93.639.946),177.899.260,181.148.221,169.976.686,8726572.0,2261718.0,-46927377.0,-59491762.0,-93639946.0,177899260.0,181148221.0,169976686.0
