row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,Tổng cộng(Trình bày lại),numeric__Dự phòng chung,numeric__Dự phòng cụ thể,numeric__Tổng cộng(Trình bày lại)
,,,Triệu đồng,Triệu đồng,Triệu đồng,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.593.159,6.541.686,11.134.845,4593159.0,6541686.0,11134845.0
Trích lập dự phòng rủi ro trong năm(Thuyết minh số 33),Trích lập dự phòng rủi ro trong năm(Thuyết minh số 33),Trích lập dự phòng rủi ro trong năm(Thuyết minh số 33),1.773.817,11.721.101,13.494.918,1773817.0,11721101.0,13494918.0
Sử dụng dự phòng xử lý rủi ro tíndụng và bán nợ trong năm,Sử dụng dự phòng xử lý rủi ro tíndụng và bán nợ trong năm,Sử dụng dự phòng xử lý rủi ro tíndụng và bán nợ trong năm,(89.476),(12.075.292),(12.164.768),-89476.0,-12075292.0,-12164768.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,6.277.500,6.187.495,12.464.995,6277500.0,6187495.0,12464995.0
