row_label_raw,row_label_full,col_0,Năm 2025Triệu đồng,Năm 2024Triệu đồng,numeric__Năm 2025Triệu đồng,numeric__Năm 2024Triệu đồng
"Chi phí thuế, lệ phi và phí","Chi phí thuế, lệ phi và phí","Chi phí thuế, lệ phi và phí",2.948,3.182,2948.0,3182.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,8.042.333,5.332.133,8042333.0,5332133.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,7.508.827,4.874.420,7508827.0,4874420.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,272.228,225.952,272228.0,225952.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,82.130,70.142,82130.0,70142.0
Chi khác,Trong đó: > Chi khác,Chi khác,179.148,161.619,179148.0,161619.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,1.899.382,1.667.225,1899382.0,1667225.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khấu hao tài sản cố định,Trong đó: > Khấu hao tài sản cố định,Khấu hao tài sản cố định,467.745,407.688,467745.0,407688.0
Chi thuê tài sản,Trong đó: > Chi thuê tài sản,Chi thuê tài sản,864.728,798.123,864728.0,798123.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.512.283,1.092.340,1512283.0,1092340.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi công tác phí,Trong đó: > Chi công tác phí,Chi công tác phí,25.731,25.788,25731.0,25788.0
Hoàn nhập dự phòng rủi ro khác,Trong đó: > Hoàn nhập dự phòng rủi ro khác,Hoàn nhập dự phòng rủi ro khác,(154.131),(185.883),-154131.0,-185883.0
- Hoàn nhập dự phòng giảm giá đầu tư dài hạn(Thuyết minh số 13.3),Trong đó: > - Hoàn nhập dự phòng giảm giá đầu tư dài hạn(Thuyết minh số 13.3),- Hoàn nhập dự phòng giảm giá đầu tư dài hạn(Thuyết minh số 13.3),(123.035),(203.218),-123035.0,-203218.0
- (Hoàn nhập)/trích lập dự phòng nợ phải thu khóđời trong năm (Thuyết minh số 15.4),Trong đó: > - (Hoàn nhập)/trích lập dự phòng nợ phải thu khóđời trong năm (Thuyết minh số 15.4),- (Hoàn nhập)/trích lập dự phòng nợ phải thu khóđời trong năm (Thuyết minh số 15.4),(31.096),17.335,-31096.0,17335.0
Chi phí bảo hiểm tiền gửi của khách hàng,Trong đó: > Chi phí bảo hiểm tiền gửi của khách hàng,Chi phí bảo hiểm tiền gửi của khách hàng,500.858,431.141,500858.0,431141.0
Chi phí công nghệ thông tin,Trong đó: > Chi phí công nghệ thông tin,Chi phí công nghệ thông tin,750.396,505.563,750396.0,505563.0
Chi về thuế GTGT đầu vào không đượckhấu trừ,Trong đó: > Chi về thuế GTGT đầu vào không đượckhấu trừ,Chi về thuế GTGT đầu vào không đượckhấu trừ,150.403,133.498,150403.0,133498.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,863.677,633.311,863677.0,633311.0
,,,13.568.149,9.612.510,13568149.0,9612510.0
