row_label_raw,row_label_full,Bên liên quan,Giao dịch,Giá trị > Năm 2025Triệu đồng,Giá trị > Năm 2024Triệu đồng,numeric__Giao dịch,numeric__Giá trị > Năm 2025Triệu đồng,numeric__Giá trị > Năm 2024Triệu đồng
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Chi phí lãi tiền gửi,(10),-,,-10.0,
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Doanh thu lãi tiền gửi tại SMBC,96.962,15.812,,96962.0,15812.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Doanh thu từ hợp đồng phải sinh,735.202,1.416.891,,735202.0,1416891.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Chi phí từ hợp đồng phải sinh,(676.013),(1.278.102),,-676013.0,-1278102.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Chi phí khác,(243.422),(197.891),,-243422.0,-197891.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Chi phí lãi tiền vay với SMBC,(1.573.530),(446.529),,-1573530.0,-446529.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Doanh thu từ dịch vụ khác,3.994,2.925,,3994.0,2925.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Gửi tiền có kỳ hạn tại Cổ đông lớn,597.836.170,-,,597836170.0,
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,Rút tiền gửi có kỳ hạn tại Cổ đông lớn,(587.308.770),-,,-587308770.0,
CTCP Cảng Sài Gòn,CTCP Cảng Sài Gòn,CTCP Cảng Sài Gòn,Chi phí lãi tiền gửi,(1.605),(788),,-1605.0,-788.0
CTCP Cảng Sài Gòn,CTCP Cảng Sài Gòn,CTCP Cảng Sài Gòn,Nhận tiền gửi có kỳ hạn,63.488,-,,63488.0,
CTCP Cảng Sài Gòn,CTCP Cảng Sài Gòn,CTCP Cảng Sài Gòn,Trả tiền gửi có kỳ hạn,(1.488),-,,-1488.0,
CTCP đầu tư trung tâm thương mại Vĩnh (Vicentra),CTCP đầu tư trung tâm thương mại Vĩnh (Vicentra),CTCP đầu tư trung tâm thương mại Vĩnh (Vicentra),Doanh thu khác,1,-,,1.0,
CTCP đầu tư trung tâm thương mại Vĩnh (Vicentra),CTCP đầu tư trung tâm thương mại Vĩnh (Vicentra),CTCP đầu tư trung tâm thương mại Vĩnh (Vicentra),Thu phí dịch vụ khác,-,1,,,1.0
CTCP đầu tư trung tâm thương mại Vĩnh (Vicentra),CTCP đầu tư trung tâm thương mại Vĩnh (Vicentra),CTCP đầu tư trung tâm thương mại Vĩnh (Vicentra),Chi phí lãi tiền gửi,(1),-,,-1.0,
Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Doanh thu khác,5,-,,5.0,
Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Thu phí dịch vụ khác,-,9,,,9.0
Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Công ty TNHH MTV EFFEXI,Chi phí lãi tiền gửi,(9),(3),,-9.0,-3.0
