row_label_raw,row_label_full,col_0,Chưa quá hạnTriệu đồng,Đã quá hạn nhưngchưa bịgiảm giáTriệu đồng,Đã quá hạnvà đãtrích lậpdự phòngTriệu đồng,Tổng cộngTriệu đồng,numeric__Chưa quá hạnTriệu đồng,numeric__Đã quá hạn nhưngchưa bịgiảm giáTriệu đồng,numeric__Đã quá hạnvà đãtrích lậpdự phòngTriệu đồng,numeric__Tổng cộngTriệu đồng
Tiền gửi và cấp tín dụng cho các TCTD khác,Tiền gửi và cấp tín dụng cho các TCTD khác,Tiền gửi và cấp tín dụng cho các TCTD khác,203.446.167,-,-,203.446.167,203446167.0,,,203446167.0
- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,196.017.568,-,-,196.017.568,196017568.0,,,196017568.0
- Cấp tín dụng cho các TCTD khác,- Cấp tín dụng cho các TCTD khác,- Cấp tín dụng cho các TCTD khác,7.428.599,-,-,7.428.599,7428599.0,,,7428599.0
Cho vay khách hàng và mua nợ,Cho vay khách hàng và mua nợ,Cho vay khách hàng và mua nợ,801.152.939,1.445.517,44.239.761,846.838.217,801152939.0,1445517.0,44239761.0,846838217.0
Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),62.733.965,-,-,62.733.965,62733965.0,,,62733965.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,30.175.868,-,48.059,30.223.927,30175868.0,,48059.0,30223927.0
Tổng cộng,Tổng cộng,Tổng cộng,1.097.508.939,1.445.517,44.287.820,1.143.242.276,1097508939.0,1445517.0,44287820.0,1143242276.0
