row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,Dự phòng giảm giáTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__Dự phòng giảm giáTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,54.796,-,7.550,62.346,54796.0,,7550.0,62346.0
Trích lập/(hoàn nhập) dự phòng rủi ro trong năm (Thuyết minh số 29),Trích lập/(hoàn nhập) dự phòng rủi ro trong năm (Thuyết minh số 29),Trích lập/(hoàn nhập) dự phòng rủi ro trong năm (Thuyết minh số 29),(33.759),-,277,(33.482),-33759.0,,277.0,-33482.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,21.037,-,7.827,28.864,21037.0,,7827.0,28864.0
