row_label_raw,row_label_full,Bên liên quan,Ngày 31 tháng 12năm 2025Triệu đồng,Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2025Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng
VPBankS - Công ty con,VPBankS - Công ty con,VPBankS - Công ty con,4.048.285,406.802,4048285.0,406802.0
SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,SMBC - Cổ đông lớn,19.499.289,28.287.259,19499289.0,28287259.0
