row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025Triệu đồng,Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Ngày 31 tháng 12năm 2025Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng
Cam kết bảo lãnh vay vốn,Cam kết bảo lãnh vay vốn,Cam kết bảo lãnh vay vốn,11.447.240,848.721,11447240.0,848721.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,541.657.441,294.393.922,541657441.0,294393922.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,6.965.590,2.972.620,6965590.0,2972620.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,9.281.743,1.955.905,9281743.0,1955905.0
- Cam kết nhận - giao dịch hoán đối tiến tệ,- Cam kết nhận - giao dịch hoán đối tiến tệ,- Cam kết nhận - giao dịch hoán đối tiến tệ,262.575.515,145.015.029,262575515.0,145015029.0
- Cam kết trả - giao dịch hoán đối tiến tệ,- Cam kết trả - giao dịch hoán đối tiến tệ,- Cam kết trả - giao dịch hoán đối tiến tệ,262.834.593,144.450.368,262834593.0,144450368.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,19.751.533,16.461.049,19751533.0,16461049.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,20.139.278,16.518.381,20139278.0,16518381.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(387.745),(57.332),-387745.0,-57332.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,50.911.375,26.008.227,50911375.0,26008227.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,10.240.060,6.945.197,10240060.0,6945197.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,15.709.314,9.331.348,15709314.0,9331348.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,1.060.042,470.493,1060042.0,470493.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,25.861.416,9.932.864,25861416.0,9932864.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(1.959.457),(671.675),-1959457.0,-671675.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,425.654.851,338.994.341,425654851.0,338994341.0
- Cam kết hoán đổi lãi suất tiền tệ chéo - nhận,- Cam kết hoán đổi lãi suất tiền tệ chéo - nhận,- Cam kết hoán đổi lãi suất tiền tệ chéo - nhận,50.277.375,35.247.878,50277375.0,35247878.0
- Cam kết hoán đổi lãi suất tiền tệ chéo - trả,- Cam kết hoán đổi lãi suất tiền tệ chéo - trả,- Cam kết hoán đổi lãi suất tiền tệ chéo - trả,50.822.437,36.696.070,50822437.0,36696070.0
- Cam kết hoán đổi lãi suất một đồng tiến,- Cam kết hoán đổi lãi suất một đồng tiến,- Cam kết hoán đổi lãi suất một đồng tiến,24.343.737,39.136.588,24343737.0,39136588.0
- Cam kết mua bản giấy tờ có giá,- Cam kết mua bản giấy tờ có giá,- Cam kết mua bản giấy tờ có giá,9.097.005,6.558.266,9097005.0,6558266.0
- Cam kết khác,- Cam kết khác,- Cam kết khác,291.114.297,221.355.539,291114297.0,221355539.0
Trong đó: hạn mức tin dụng chưa sử dụng có thể hủy ngang,Trong đó: hạn mức tin dụng chưa sử dụng có thể hủy ngang,Trong đó: hạn mức tin dụng chưa sử dụng có thể hủy ngang,289.395.576,221.212.186,289395576.0,221212186.0
,,,1.049.422.440,676.706.260,1049422440.0,676706260.0
