row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2025Triệu đồng,Năm 2024Triệu đồng,numeric__Thuyết minh,numeric__Năm 2025Triệu đồng,numeric__Năm 2024Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(83.607),(52.221),,-83607.0,-52221.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,9.349,1.715,,9349.0,1715.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,,(635.000),(715.000),,-635000.0,-715000.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,267.525,-,,267525.0,
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,210.937,230.370,,210937.0,230370.0
Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(230.796),(535.136),,-230796.0,-535136.0
LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"Cổ tức trả cổ đông, lợi nhuận đã chia","LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cổ đông, lợi nhuận đã chia","Cổ tức trả cổ đông, lợi nhuận đã chia",,(3.966.964),(7.933.924),,-3966964.0,-7933924.0
Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,(3.966.964),(7.933.924),,-3966964.0,-7933924.0
Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,49.065.008,56.214.629,,49065008.0,56214629.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,164.387.000,108.172.371,,164387000.0,108172371.0
Tiền và các khoản tương đương tiền cuối năm,LU'U CHUYÊN TIÊN THUÂN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,34,213.452.008,164.387.000,34.0,213452008.0,164387000.0
