row_label_raw,row_label_full,Bên liên quan,Giao dịch,Giá trị > Năm 2025Triệu đồng,Giá trị > Năm 2024Triệu đồng,numeric__Giao dịch,numeric__Giá trị > Năm 2025Triệu đồng,numeric__Giá trị > Năm 2024Triệu đồng
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Doanh thu lãi tiền gửi tại Công ty con,1.128.755,849.436,,1128755.0,849436.0
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Doanh thu dịch vụ tư vấn và phí khác,59,33.593,,59.0,33593.0
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Chi phí lãi tiền gửi của Công ty con,(100.611),(54.533),,-100611.0,-54533.0
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Doanh thu từ hợp đồng phải sinh,-,137.989,,,137989.0
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Chi phí từ hợp đồng phải sinh,-,(77.773),,,-77773.0
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Doanh thu dịch vụ thanh toán,4.718,782,,4718.0,782.0
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Nhận tiền gửi có kỳ hạn từ Công ty con,503.210.000,392.304.718,,503210000.0,392304718.0
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Trả tiền gửi có kỳ hạn từ Công ty con,(504.930.000),(389.775.000),,-504930000.0,-389775000.0
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Gửi tiền có kỳ hạn tại Công ty con,532.525.000,204.280.000,,532525000.0,204280000.0
VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,VPB SMBCFC - Công ty con,Rút tiền gửi có kỳ hạn tại Công ty con,(533.965.000),(200.020.000),,-533965000.0,-200020000.0
VPB AMC -Công ty con,VPB AMC -Công ty con,VPB AMC -Công ty con,Chi phí lãi tiền gửi,(1.589),(968),,-1589.0,-968.0
VPB AMC -Công ty con,VPB AMC -Công ty con,VPB AMC -Công ty con,Nhận tiền gửi có kỳ hạn từ Công ty con,81.392,16.500,,81392.0,16500.0
VPB AMC -Công ty con,VPB AMC -Công ty con,VPB AMC -Công ty con,Trả tiền gửi có kỳ hạn từ Công ty con,(68.492),(1.500),,-68492.0,-1500.0
VPBank S -Công ty con,VPBank S -Công ty con,VPBank S -Công ty con,Chi phí lãi tiền gửi,(59.003),(6.709),,-59003.0,-6709.0
VPBank S -Công ty con,VPBank S -Công ty con,VPBank S -Công ty con,Doanh thu từ hợp đồng phải sinh,198.879,39.571,,198879.0,39571.0
VPBank S -Công ty con,VPBank S -Công ty con,VPBank S -Công ty con,Chi phí từ hợp đồng phải sinh,(188.878),(50.344),,-188878.0,-50344.0
VPBank S -Công ty con,VPBank S -Công ty con,VPBank S -Công ty con,Doanh thu từ dịch vụ thanh toàn,1.099,898,,1099.0,898.0
VPBank S -Công ty con,VPBank S -Công ty con,VPBank S -Công ty con,Doanh thu từ dịch vụ khác,44,-,,44.0,
VPBank S -Công ty con,VPBank S -Công ty con,VPBank S -Công ty con,Nhận tiền gửi có kỳ hạn từ Công ty con,2.420.000,-,,2420000.0,
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Chi phí lãi tiền gửi,(47.505),(10.148),,-47505.0,-10148.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Doanh thu từ dịch vụ khác,193,273,,193.0,273.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Chi phí dịch vụ bảo hiểm,(10.255),(7.379),,-10255.0,-7379.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Doanh thu dịch vụ bảo hiểm,127.160,130.725,,127160.0,130725.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Tăng vốn góp tại Công ty con,635.000,715.000,,635000.0,715000.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Giảm vốn góp tại Công ty con,(194.805),-,,-194805.0,
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Cổ tức nhận từ Công ty con,207.790,217.569,,207790.0,217569.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Nhận tiền gửi từ Công ty con,6.511.866,1.249.000,,6511866.0,1249000.0
OPES -Công ty con,OPES -Công ty con,OPES -Công ty con,Trả tiền gửi cho Công ty con,(5.160.656),(1.281.525),,-5160656.0,-1281525.0
GPBank -Công ty con (*),GPBank -Công ty con (*),GPBank -Công ty con (*),Chi phí lãi tiền gửi,(65.598),-,,-65598.0,
GPBank -Công ty con (*),GPBank -Công ty con (*),GPBank -Công ty con (*),Chi phí lãi phát hành giấy tờ có giá,(116.684),-,,-116684.0,
GPBank -Công ty con (*),GPBank -Công ty con (*),GPBank -Công ty con (*),Chi phí hợp đồng ủy thác,(78.123),-,,-78123.0,
GPBank -Công ty con (*),GPBank -Công ty con (*),GPBank -Công ty con (*),Thu từ cho vay hợp vốn,2.274,-,,2274.0,
GPBank -Công ty con (*),GPBank -Công ty con (*),GPBank -Công ty con (*),Nhận tiền gửi từ Công ty con,157.330.556,-,,157330556.0,
GPBank -Công ty con (*),GPBank -Công ty con (*),GPBank -Công ty con (*),Trả tiền gửi cho Công ty con,(153.570.008),-,,-153570008.0,
