row_label_raw,row_label_full,Số dư đầu năm > Hoàn nhập dự phòng rủi ro trong năm(Thuyết minh số 33),Năm 2025Triệu đồng > 55.998 > (45.684),Năm 2024Triệu đồng > 114.765 > (54.042),numeric__Năm 2025Triệu đồng > 55.998 > (45.684),numeric__Năm 2024Triệu đồng > 114.765 > (54.042)
- Dự phòng chung,- Dự phòng chung,- Dự phòng chung,(21.612),(17.402),-21612.0,-17402.0
- Dự phòng cụ thể,- Dự phòng cụ thể,- Dự phòng cụ thể,(24.072),(36.640),-24072.0,-36640.0
Thay đổi dự phòng do bán nợ trong năm,Thay đổi dự phòng do bán nợ trong năm,Thay đổi dự phòng do bán nợ trong năm,-,(4.725),,-4725.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,10.314,55.998,10314.0,55998.0
