row_label_raw,row_label_full,col_0,Lợi nhuận sau thuế,numeric__Lợi nhuận sau thuế
,,,Triệu đồng,
Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,Tăng lợi nhuận do tăng thu nhập lãi thuần,7.100.394,7100394.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động dịch vụ,1.110.037,1110037.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động kinh doanh ngoại hối và vàng,(456.376),-456376.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán kinh doanh,(40.111),-40111.0
Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,Giảm lợi nhuận do giảm thu nhập thuần từ hoạt động mua bán chứng khoán đầu tư,(392.559),-392559.0
Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,Tăng lợi nhuận do tăng thu nhập thuần từ hoạt động khác,1.713.937,1713937.0
Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,Tăng lợi nhuận do tăng thu nhập từ góp vốn mua cổ phần,53.287,53287.0
Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,Giảm lợi nhuận do tăng chi phí hoạt động,(3.955.639),-3955639.0
Tăng lợi nhuận do giảm chi phí dự phòng rủi ro tín dụng,Tăng lợi nhuận do giảm chi phí dự phòng rủi ro tín dụng,Tăng lợi nhuận do giảm chi phí dự phòng rủi ro tín dụng,2.970.943,2970943.0
Biến động lợi nhuận trước thuế,Biến động lợi nhuận trước thuế,Biến động lợi nhuận trước thuế,8.103.913,8103913.0
Biến động chi phí thuế thu nhập doanh nghiệp,Biến động chi phí thuế thu nhập doanh nghiệp,Biến động chi phí thuế thu nhập doanh nghiệp,(1.639.255),-1639255.0
Biến động lợi nhuận sau thuế,Biến động lợi nhuận sau thuế,Biến động lợi nhuận sau thuế,6.464.658,6464658.0
