row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2025Triệu đồng,Ngày 31 tháng 12năm 2024Triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2025Triệu đồng,numeric__Ngày 31 tháng 12năm 2024Triệu đồng
Nghĩa vụ tiềm ấn và các cam kết đưa ra,Nghĩa vụ tiềm ấn và các cam kết đưa ra,Nghĩa vụ tiềm ấn và các cam kết đưa ra,37,1.049.422.440,676.706.260,37.0,1049422440.0,676706260.0
Cam kết bảo lãnh vay vốn,Cam kết bảo lãnh vay vốn,Cam kết bảo lãnh vay vốn,,11.447.240,848.721,,11447240.0,848721.0
Cam kết giao dịch hồi đoài,Cam kết giao dịch hồi đoài,Cam kết giao dịch hồi đoài,,541.657.441,294.393.922,,541657441.0,294393922.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,,6.965.590,2.972.620,,6965590.0,2972620.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,,9.281.743,1.955.905,,9281743.0,1955905.0
- Cam kết nhận - giao dịch hoán đối tiên tệ,- Cam kết nhận - giao dịch hoán đối tiên tệ,- Cam kết nhận - giao dịch hoán đối tiên tệ,,262.575.515,145.015.029,,262575515.0,145015029.0
- Cam kết trà - giao dịch hoán đối tiên tệ,- Cam kết trà - giao dịch hoán đối tiên tệ,- Cam kết trà - giao dịch hoán đối tiên tệ,,262.834.593,144.450.368,,262834593.0,144450368.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,,19.751.533,16.461.049,,19751533.0,16461049.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,,50.911.375,26.008.227,,50911375.0,26008227.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,,425.654.851,338.994.341,,425654851.0,338994341.0
Trong đó: Hạn mức tín dụng chưa sử dụng cóthe hủy ngang,Trong đó: Hạn mức tín dụng chưa sử dụng cóthe hủy ngang,Trong đó: Hạn mức tín dụng chưa sử dụng cóthe hủy ngang,,289.395.576,221.212.186,,289395576.0,221212186.0
Các khoản mục ngoại bảng khác,Các khoản mục ngoại bảng khác,Các khoản mục ngoại bảng khác,38,319.949.247,216.831.930,38.0,319949247.0,216831930.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,38.1,4.130.450,5.050.906,381.0,4130450.0,5050906.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,38.2,84.516.708,60.160.129,382.0,84516708.0,60160129.0
Tải sản và chứng từ khác,Tải sản và chứng từ khác,Tải sản và chứng từ khác,38.3,231.302.089,151.620.895,383.0,231302089.0,151620895.0
,,,,1.369.371.687,893.538.190,,1369371687.0,893538190.0
