row_label_raw,row_label_full,col_0,Mức tănglãi suất,Ảnh hưởng đến,Ảnh hưởng đến_1,numeric__Mức tănglãi suất,numeric__Ảnh hưởng đến,numeric__Ảnh hưởng đến_1
,,,Mức tănglãi suất,Lợi nhuậntrước thuếTriệu đồng,Lợi nhuận sau thuếvà Vốn chủ sở hữuTriệu đồng,,,
Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,,,
USD,Tại ngày 31 tháng 12 năm 2025 > USD,USD,"1,50%",(153.559),(122.847),0.015,-153559.0,-122847.0
VND,Tại ngày 31 tháng 12 năm 2025 > VND,VND,"3,00%",3.722.944,2.978.355,0.03,3722944.0,2978355.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,,,
USD,Tại ngày 31 tháng 12 năm 2024 > USD,USD,"1,50%",5.785,4.628,0.015,5785.0,4628.0
VND,Tại ngày 31 tháng 12 năm 2024 > VND,VND,"3,00%",2.844.643,2.275.714,0.03,2844643.0,2275714.0
