row_label_raw,row_label_full,Chỉ tiêu,31/12/2024,31/12/2023,numeric__31/12/2024,numeric__31/12/2023
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,28.644,28.644,28644.0,28644.0
Cam kết giao dịch ngoại hối,Cam kết giao dịch ngoại hối,Cam kết giao dịch ngoại hối,13.317.723,4.438.665,13317723.0,4438665.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,1.397.853,-,1397853.0,
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,889.543,72.765,889543.0,72765.0
Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,Cam kết giao dịch hoán đổi,11.030.327,4.365.900,11030327.0,4365900.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,204.014,417.270,204014.0,417270.0
Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,204.014,417.270,204014.0,417270.0
Các bảo lãnh khác,Các bảo lãnh khác,Các bảo lãnh khác,5.435.180,2.871.193,5435180.0,2871193.0
Bảo lãnh thanh toán,Bảo lãnh thanh toán,Bảo lãnh thanh toán,188.532,177.373,188532.0,177373.0
Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,567.794,417.431,567794.0,417431.0
Bảo lãnh dự thầu,Bảo lãnh dự thầu,Bảo lãnh dự thầu,63.418,23.051,63418.0,23051.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,4.615.436,2.253.338,4615436.0,2253338.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,8.838.410,4.442.664,8838410.0,4442664.0
Tổng cộng,Tổng cộng,Tổng cộng,27.823.971,12.198.436,27823971.0,12198436.0
