row_label_raw,row_label_full,col_0,Tổng số,Vốn CP thường,Vốn CP ưu đãi,Tổng số_1,Vốn CP thường_1,Vốn CP ưu đãi_1,numeric__Tổng số,numeric__Vốn CP thường,numeric__Vốn CP ưu đãi,numeric__Tổng số_1,numeric__Vốn CP thường_1,numeric__Vốn CP ưu đãi_1
- Vốn đầu tư của Nhà nước,- Vốn đầu tư của Nhà nước,- Vốn đầu tư của Nhà nước,-,-,-,-,-,-,,,,,,
- Vốn góp các thành viên khác,- Vốn đầu tư của Nhà nước > - Vốn góp các thành viên khác,- Vốn góp các thành viên khác,11.779.848,11.779.848,-,5.601.555,5.601.555,-,11779848.0,11779848.0,,5601555.0,5601555.0,
- Thặng dư vốn cổ phần,- Vốn đầu tư của Nhà nước > - Thặng dư vốn cổ phần,- Thặng dư vốn cổ phần,(216),(216),-,-,-,-,-216.0,-216.0,,,,
- Cổ phiếu quỹ,- Vốn đầu tư của Nhà nước > - Cổ phiếu quỹ,- Cổ phiếu quỹ,(29.644),(29.644),-,(29.644),(29.644),-,-29644.0,-29644.0,,-29644.0,-29644.0,
Tổng cộng,- Vốn đầu tư của Nhà nước > Tổng cộng,Tổng cộng,11.749.988,11.749.988,-,5.571.911,5.571.911,-,11749988.0,11749988.0,,5571911.0,5571911.0,
