row_label_raw,row_label_full,col_0,Hoạt động huy động và tín dụng,Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,Hoạt động khác,Tổng cộng toàn ngân hàng,numeric__Hoạt động huy động và tín dụng,numeric__Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,numeric__Hoạt động khác,numeric__Tổng cộng toàn ngân hàng
Thu nhập,Thu nhập,Thu nhập,2.636.567,2.927.979,184.261,5.748.807,2636567.0,2927979.0,184261.0,5748807.0
Chi phí,Chi phí,Chi phí,4.975.583,2.378.921,150.554,7.505.058,4975583.0,2378921.0,150554.0,7505058.0
Thu nhập thuần,Thu nhập thuần,Thu nhập thuần,(2.339.016),549.058,33.707,(1.756.251),-2339016.0,549058.0,33707.0,-1756251.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,85.052.333,19.289.548,-,104.341.881,85052333.0,19289548.0,,104341881.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,14.216.621,,,,14216621.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,118.558.502,,,,118558502.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,110.536.833,86.313,-,110.623.146,110536833.0,86313.0,,110623146.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,1.846.428,,,,1846428.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,112.469.574,,,,112469574.0
