row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2025VND,01/01/2025VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2025VND,numeric__01/01/2025VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100=110+120+130+140+150),100,,75.571.633.204,53.604.670.575,,100.0,,75571633204.0,53604670575.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,10.908.132.425,20.986.453.949,,110.0,51.0,10908132425.0,20986453949.0
1.,1.,1.,Tiền,111,,908.132.425,6.486.453.949,,111.0,,908132425.0,6486453949.0
2.,2.,2.,Các khoản tương đương tiền,112,,10.000.000.000,14.500.000.000,,112.0,,10000000000.0,14500000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,27.393.425.000,6.703.341.667,,120.0,,27393425000.0,6703341667.0
1.,1.,1.,Chứng khoán kinh doanh,121,5.2,21.755.491.533,21.755.491.533,,121.0,52.0,21755491533.0,21755491533.0
2.,2.,2.,Dự phòng giảm giá chứng khoán kinh doanh,122,,(14.362.066.533),(15.052.149.866),,122.0,,-14362066533.0,-15052149866.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,5.3,20.000.000.000,-,,123.0,53.0,20000000000.0,
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,27.847.721.734,16.002.516.829,,130.0,,27847721734.0,16002516829.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.4,5.875.461.792,6.266.092.187,,131.0,54.0,5875461792.0,6266092187.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,72.467.000,35.599.420,,132.0,,72467000.0,35599420.0
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,5.5,6.000.000.000,-,,135.0,55.0,6000000000.0,
6.,6.,6.,Phải thu ngắn hạn khác,136,5.6,16.123.412.088,9.924.444.368,,136.0,56.0,16123412088.0,9924444368.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,,(223.619.146),(223.619.146),,137.0,,-223619146.0,-223619146.0
IV.,IV.,IV.,Hàng tồn kho,140,5.7,4.416.647.857,4.416.647.857,,140.0,57.0,4416647857.0,4416647857.0
1.,1.,1.,Hàng tồn kho,141,,20.884.879.266,4.416.647.857,,141.0,,20884879266.0,4416647857.0
2,2,2,Dự phòng giảm giá hàng tồn kho,149,,(16.468.231.409),-,,149.0,,-16468231409.0,
V.,V.,V.,Tài sản ngắn hạn khác,150,,5.005.706.188,5.495.710.273,,150.0,,5005706188.0,5495710273.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,3.919.487.605,4.409.491.690,,152.0,,3919487605.0,4409491690.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,5.15,1.086.218.583,1.086.218.583,,153.0,515.0,1086218583.0,1086218583.0
B -,B -,B -,TÀI SẢN DÀI HẠN(200=210+220+240+250+260),200,,1.475.489.183.899,1.458.329.646.294,,200.0,,1475489183899.0,1458329646294.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,179.475.723.180,179.475.723.180,,210.0,,179475723180.0,179475723180.0
6.,6.,6.,Phải thu dài hạn khác,216,5.6,179.475.723.180,179.475.723.180,,216.0,56.0,179475723180.0,179475723180.0
II.,II.,II.,Tài sản cố định,220,,-,-,,220.0,,,
1.,1.,1.,Tài sản cố định hữu hình,221,5.8,-,-,,221.0,58.0,,
,,,- Nguyên giá,222,,1.379.211.818,1.379.211.818,,222.0,,1379211818.0,1379211818.0
,,,- Giá trị hao mòn lũy kế,223,,(1.379.211.818),(1.379.211.818),,223.0,,-1379211818.0,-1379211818.0
3.,3.,3.,Tài sản cố định vô hình,227,5.9,-,-,,227.0,59.0,,
,,,- Nguyên giá,228,,313.750.000,313.750.000,,228.0,,313750000.0,313750000.0
,,,- Giá trị hao mòn lũy kế,229,,(313.750.000),(313.750.000),,229.0,,-313750000.0,-313750000.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,15.478.332.803,32.396.501.639,,240.0,,15478332803.0,32396501639.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,5.10,15.478.332.803,32.396.501.639,,242.0,510.0,15478332803.0,32396501639.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.12,993.077.762.607,950.213.655.626,,250.0,512.0,993077762607.0,950213655626.0
1.,1.,1.,Đầu tư vào Công ty con,251,,1.115.173.383.735,1.115.173.383.735,,251.0,,1115173383735.0,1115173383735.0
2.,2.,2.,"Đầu tư vào Công ty liên kết, liên doanh",252,,104.228.000.000,104.228.000.000,,252.0,,104228000000.0,104228000000.0
4.,4.,4.,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(226.323.621.128),(269.187.728.109),,254.0,,-226323621128.0,-269187728109.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,287.457.365.309,296.243.765.849,,260.0,,287457365309.0,296243765849.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.11,287.457.365.309,296.243.765.849,,261.0,511.0,287457365309.0,296243765849.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,1.551.060.817.103,1.511.934.316.869,,270.0,,1551060817103.0,1511934316869.0
