row_label_raw,row_label_full,col_0,31/12/2025VND,01/01/2025VND,numeric__31/12/2025VND,numeric__01/01/2025VND
Dài hạn,Dài hạn,Dài hạn,287.457.365.309,296.243.765.849,287457365309.0,296243765849.0
Chi phí thuê dài hạn Trung tâm Thương mại tại làngQuốc tế Thăng Long (1),Chi phí thuê dài hạn Trung tâm Thương mại tại làngQuốc tế Thăng Long (1),Chi phí thuê dài hạn Trung tâm Thương mại tại làngQuốc tế Thăng Long (1),135.896.172.006,139.884.449.946,135896172006.0,139884449946.0
Chi phí thuê dài hạn Trung tâm Thương mạiNinh Bình Plaza (2),Chi phí thuê dài hạn Trung tâm Thương mạiNinh Bình Plaza (2),Chi phí thuê dài hạn Trung tâm Thương mạiNinh Bình Plaza (2),39.509.891.962,40.908.493.354,39509891962.0,40908493354.0
Chi phí thuê dài hạn VNT Tower 19 Nguyễn Trãi (3),Chi phí thuê dài hạn VNT Tower 19 Nguyễn Trãi (3),Chi phí thuê dài hạn VNT Tower 19 Nguyễn Trãi (3),67.666.913.001,69.733.112.433,67666913001.0,69733112433.0
Chi phí xây dựng và sửa chữa chợ Nhật Tân (4),Chi phí xây dựng và sửa chữa chợ Nhật Tân (4),Chi phí xây dựng và sửa chữa chợ Nhật Tân (4),8.747.149.627,8.983.559.071,8747149627.0,8983559071.0
Chi phí thuê dài hạn tại Starcity Lê Văn Lương (5),Chi phí thuê dài hạn tại Starcity Lê Văn Lương (5),Chi phí thuê dài hạn tại Starcity Lê Văn Lương (5),11.932.608.464,12.278.063.012,11932608464.0,12278063012.0
Chi phí thuê dài hạn tại tòa nhà 25 Tân Mai (6),Chi phí thuê dài hạn tại tòa nhà 25 Tân Mai (6),Chi phí thuê dài hạn tại tòa nhà 25 Tân Mai (6),4.074.182.556,4.219.306.260,4074182556.0,4219306260.0
Chi phí thuê dài hạn chỗ đỗ xe ô tô tại hầm B1 - VNT 19Nguyễn Trãi (3),Chi phí thuê dài hạn chỗ đỗ xe ô tô tại hầm B1 - VNT 19Nguyễn Trãi (3),Chi phí thuê dài hạn chỗ đỗ xe ô tô tại hầm B1 - VNT 19Nguyễn Trãi (3),19.626.851.523,20.226.144.699,19626851523.0,20226144699.0
Các khoản khác,Các khoản khác,Các khoản khác,3.596.170,10.637.074,3596170.0,10637074.0
Tổng,Tổng,Tổng,287.457.365.309,296.243.765.849,287457365309.0,296243765849.0
