row_label_raw,row_label_full,CHỈ TIÊU,MS,TM,Năm 2025VND,Năm 2024VND,numeric__MS,numeric__TM,numeric__Năm 2025VND,numeric__Năm 2024VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,51.358.636.290,75.074.685.369,1.0,,51358636290.0,75074685369.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,,
- Các khoản dự phòng,2. Điều chỉnh cho các khoản > - Các khoản dự phòng,- Các khoản dự phòng,03,,(27.085.958.905),(123.811.938.903),3.0,,-27085958905.0,-123811938903.0
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,,(29.842.352.025),68.643.720.449,5.0,,-29842352025.0,68643720449.0
- Chi phí lãi vay,2. Điều chỉnh cho các khoản > - Chi phí lãi vay,- Chi phí lãi vay,06,,1.763.186.376,2.206.658.039,6.0,,1763186376.0,2206658039.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(3.806.488.264),22.113.124.954,8.0,,-3806488264.0,22113124954.0
"- Tăng, giảm các khoản phải thu","2. Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,,(4.520.879.982),(7.378.298.536),9.0,,-4520879982.0,-7378298536.0
"- Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,,-,8.365.351.449,10.0,,,8365351449.0
"- Tăng, giảm các khoản phải trả","2. Điều chỉnh cho các khoản > - Tăng, giảm các khoản phải trả","- Tăng, giảm các khoản phải trả",11,,(6.570.007.403),(12.827.793.464),11.0,,-6570007403.0,-12827793464.0
"- Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản > - Tăng, giảm chi phí trả trước","- Tăng, giảm chi phí trả trước",12,,8.786.400.540,(12.049.730.931),12.0,,8786400540.0,-12049730931.0
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,,(6.000.000.000),(6.000.440.000),14.0,,-6000000000.0,-6000440000.0
- Tiền chỉ khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > - Tiền chỉ khác từ hoạt động kinh doanh,- Tiền chỉ khác từ hoạt động kinh doanh,17,,(1.000.000),(1.000.000),17.0,,-1000000.0,-1000000.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(12.111.975.109),(7.778.786.528),20.0,,-12111975109.0,-7778786528.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
"1. Tiền chỉ đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 1. Tiền chỉ đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","1. Tiền chỉ đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(524.377.602),(641.685.277),21.0,,-524377602.0,-641685277.0
"2. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > 2. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","2. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",23,,(26.000.000.000),-,23.0,,-26000000000.0,
3. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. Lưu chuyển tiền từ hoạt động đầu tư > 3. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,3. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,-,5.800.000.000,26.0,,,5800000000.0
"4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. Lưu chuyển tiền từ hoạt động đầu tư > 4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,29.008.031.187,662.813.759,27.0,,29008031187.0,662813759.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,2.483.653.585,5.821.128.482,30.0,,2483653585.0,5821128482.0
III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,,,,
4. Tiền chỉ trả nợ gốc vay,III. Lưu chuyển tiền từ hoạt động tài chính > 4. Tiền chỉ trả nợ gốc vay,4. Tiền chỉ trả nợ gốc vay,34,,(450.000.000),-,34.0,,-450000000.0,
Lưu chuyển tiền thuần từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(450.000.000),-,40.0,,-450000000.0,
