row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốc,31/12/2025 > Giá trị có thể thu hồi,01/01/2025 > Giá gốc,01/01/2025 > Giá trị có thể thu hồi,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị có thể thu hồi,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị có thể thu hồi
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,15.478.332.803,15.478.332.803,32.396.501.639,32.396.501.639,15478332803.0,15478332803.0,32396501639.0,32396501639.0
Dự án Licogi 19 (1),Dự án Licogi 19 (1),Dự án Licogi 19 (1),13.786.820.216,13.786.820.216,13.786.820.216,13.786.820.216,13786820216.0,13786820216.0,13786820216.0,13786820216.0
Dự án 25 Trần Khánh Dư,Dự án 25 Trần Khánh Dư,Dự án 25 Trần Khánh Dư,-,-,16.468.231.409,16.468.231.409,,,16468231409.0,16468231409.0
Dự án công viên Hồ điều hòa (2),Dự án công viên Hồ điều hòa (2),Dự án công viên Hồ điều hòa (2),1.499.764.737,1.499.764.737,1.499.764.737,1.499.764.737,1499764737.0,1499764737.0,1499764737.0,1499764737.0
Chi phí xây dựng cơ bản dở dang khác,Chi phí xây dựng cơ bản dở dang khác,Chi phí xây dựng cơ bản dở dang khác,191.747.850,191.747.850,641.685.277,641.685.277,191747850.0,191747850.0,641685277.0,641685277.0
Tổng,Tổng,Tổng,15.478.332.803,15.478.332.803,32.396.501.639,32.396.501.639,15478332803.0,15478332803.0,32396501639.0,32396501639.0
