row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị ghi sổ,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị ghi sổ,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị ghi sổ,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị ghi sổ,numeric__01/01/2025 > Số có khả năng trả nợ
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.062.649.491,2.062.649.491,2.489.521.461,2.489.521.461,2062649491.0,2062649491.0,2489521461.0,2489521461.0
Tổng Công ty Xây dựng Hà Nội - CTCP,Tổng Công ty Xây dựng Hà Nội - CTCP,Tổng Công ty Xây dựng Hà Nội - CTCP,1.410.566.240,1.410.566.240,1.410.566.240,1.410.566.240,1410566240.0,1410566240.0,1410566240.0,1410566240.0
Công ty TNHH MTV - Tổng Công ty Đầu tư Phát triển Hạ tầng Đồ thị UDIC,Công ty TNHH MTV - Tổng Công ty Đầu tư Phát triển Hạ tầng Đồ thị UDIC,Công ty TNHH MTV - Tổng Công ty Đầu tư Phát triển Hạ tầng Đồ thị UDIC,470.606.664,470.606.664,940.670.171,940.670.171,470606664.0,470606664.0,940670171.0,940670171.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,181.476.587,181.476.587,138.285.050,138.285.050,181476587.0,181476587.0,138285050.0,138285050.0
Tổng,Tổng,Tổng,2.062.649.491,2.062.649.491,2.489.521.461,2.489.521.461,2062649491.0,2062649491.0,2489521461.0,2489521461.0
