row_label_raw,row_label_full,col_0,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025_1,Tại ngày 31 tháng 12 năm 2025_2,Tại ngày 31 tháng 12 năm 2025_3,numeric__Tại ngày 31 tháng 12 năm 2025,numeric__Tại ngày 31 tháng 12 năm 2025_1,numeric__Tại ngày 31 tháng 12 năm 2025_2,numeric__Tại ngày 31 tháng 12 năm 2025_3
,,,EUR quy đổi,USD quy đổi,Các ngoại tệ khác quy đổi,Tổng,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",135.429,2.480.104,485.540,3.101.073,135429.0,2480104.0,485540.0,3101073.0
Tiền gửi tại Ngân hàng Trung ương,Tài sản > Tiền gửi tại Ngân hàng Trung ương,Tiền gửi tại Ngân hàng Trung ương,139.088,16.461.907,2.080.531,18.681.526,139088.0,16461907.0,2080531.0,18681526.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),3.460.076,36.898.667,55.508.046,95.866.789,3460076.0,36898667.0,55508046.0,95866789.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),1.444.005,110.695.364,10.131.804,122.271.173,1444005.0,110695364.0,10131804.0,122271173.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,1.765.075,1.765.075,,,1765075.0,1765075.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,1.000.271,2.997,1.003.268,,1000271.0,2997.0,1003268.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,449.126,259.570,708.696,,449126.0,259570.0,708696.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),26.247,4.959.149,523.121,5.508.517,26247.0,4959149.0,523121.0,5508517.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,5.204.845,172.944.588,70.756.684,248.906.117,5204845.0,172944588.0,70756684.0,248906117.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,
"Các khoản nợ Chính phủ và Ngân hàng Trung ương, tiền gửi và vay các TCTD khác","Nợ phải trả > Các khoản nợ Chính phủ và Ngân hàng Trung ương, tiền gửi và vay các TCTD khác","Các khoản nợ Chính phủ và Ngân hàng Trung ương, tiền gửi và vay các TCTD khác",147.766,16.033.574,56.165.981,72.347.321,147766.0,16033574.0,56165981.0,72347321.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,3.298.499,193.151.995,12.088.451,208.538.945,3298499.0,193151995.0,12088451.0,208538945.0
Các công cụ tài chính phải sinh và các công nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các công nợ tài chính khác,Các công cụ tài chính phải sinh và các công nợ tài chính khác,-,(43.127.656),(243.050),(43.370.706),,-43127656.0,-243050.0,-43370706.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",1.583.256,2.491.052,-,4.074.308,1583256.0,2491052.0,,4074308.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,360,-,360,,360.0,,360.0
Các khoản nợ khác và vốn chủ sở hữu,Nợ phải trả > Các khoản nợ khác và vốn chủ sở hữu,Các khoản nợ khác và vốn chủ sở hữu,11.668,6.255.637,2.117.476,8.384.781,11668.0,6255637.0,2117476.0,8384781.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,5.041.189,174.804.962,70.128.858,249.975.009,5041189.0,174804962.0,70128858.0,249975009.0
Trạng thái tiền tệ nội bảng,Nợ phải trả > Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng,163.656,(1.860.374),627.826,(1.068.892),163656.0,-1860374.0,627826.0,-1068892.0
Trạng thái tiền tệ ngoại bảng,Nợ phải trả > Trạng thái tiền tệ ngoại bảng,Trạng thái tiền tệ ngoại bảng,(158.232),(2.219.680),(126.402),(2.504.314),-158232.0,-2219680.0,-126402.0,-2504314.0
"Trạng thái tiền tệ nội, ngoại bảng","Nợ phải trả > Trạng thái tiền tệ nội, ngoại bảng","Trạng thái tiền tệ nội, ngoại bảng",5.424,(4.080.054),501.424,(3.573.206),5424.0,-4080054.0,501424.0,-3573206.0
