row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,13.151.480,13.465.588,13151480.0,13465588.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,3.765.217,4.296.410,3765217.0,4296410.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,198.968,146.076,198968.0,146076.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,117.472,84.779,117472.0,84779.0
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,4.439.813,4.308.502,4439813.0,4308502.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,4.630.010,4.629.821,4630010.0,4629821.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(6.227.252),(6.388.732),-6227252.0,-6388732.0
Hoạt động thanh toán,Hoạt động thanh toán,Hoạt động thanh toán,(745.138),(1.093.745),-745138.0,-1093745.0
Hoạt động ngân quỹ,Hoạt động ngân quỹ,Hoạt động ngân quỹ,(289.602),(231.163),-289602.0,-231163.0
"Bưu điện, viễn thông","Bưu điện, viễn thông","Bưu điện, viễn thông",(211.685),(195.278),-211685.0,-195278.0
Dịch vụ đại lý,Dịch vụ đại lý,Dịch vụ đại lý,(991),(873),-991.0,-873.0
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,(2.573.876),(2.177.199),-2573876.0,-2177199.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(2.405.960),(2.690.474),-2405960.0,-2690474.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,6.924.228,7.076.856,6924228.0,7076856.0
