row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",79.038,137.234,79038.0,137234.0
2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,2. Chi phí cho nhân viên:,17.778.083,15.998.940,17778083.0,15998940.0
Trong đó: - Chi lương và phụ cấp,Trong đó: - Chi lương và phụ cấp,Trong đó: - Chi lương và phụ cấp,14.506.803,13.016.911,14506803.0,13016911.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,1.259.707,1.147.432,1259707.0,1147432.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,1.378.786,1.300.992,1378786.0,1300992.0
3. Chi về tài sản:,3. Chi về tài sản:,3. Chi về tài sản:,4.646.199,4.557.413,4646199.0,4557413.0
Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,Trong đó: Khấu hao tài sản cố định,1.280.491,1.305.764,1280491.0,1305764.0
4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,4. Chi cho hoạt động quản lý công vụ:,6.434.442,5.999.261,6434442.0,5999261.0
Trong đó: - Công tác phí,Trong đó: - Công tác phí,Trong đó: - Công tác phí,365.641,367.042,365641.0,367042.0
- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,- Chi hoạt động đoàn thể của TCTD,38.381,29.673,38381.0,29673.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",1.513.121,1.317.494,1513121.0,1317494.0
6. (Hoàn nhập) dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán),6. (Hoàn nhập) dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán),6. (Hoàn nhập) dự phòng (không bao gồm chi phí dự phòng rủi ro tín dụng nội và ngoại bằng; chi phí dự phòng rủi ro chứng khoán),(23.131),(30.838),-23131.0,-30838.0
,,,30.427.752,27.979.504,30427752.0,27979504.0
