row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,149.994.755,135.683.986,,149994755.0,135683986.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,(86.565.006),(86.044.709),,-86565006.0,-86044709.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,6.924.228,7.074.445,,6924228.0,7074445.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán","LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán","Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán","Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán",5.612.483,10.853.510,,5612483.0,10853510.0
Chi hoạt động khác,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi hoạt động khác,Chi hoạt động khác,Chi hoạt động khác,(1.656.758),(3.117.574),,-1656758.0,-3117574.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",14.773.450,8.108.024,,14773450.0,8108024.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(28.199.459),(25.803.145),,-28199459.0,-25803145.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,34.1,(6.769.278),(6.884.931),341.0,-6769278.0,-6884931.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,54.114.415,39.869.606,,54114415.0,39869606.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > (Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác",(5.402.196),(8.638.554),,-5402196.0,-8638554.0
(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng) các khoản về kinh doanh chứng khoán,(Tăng) các khoản về kinh doanh chứng khoán,(Tăng) các khoản về kinh doanh chứng khoán,(23.883.528),(66.507.396),,-23883528.0,-66507396.0
Giám/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Giám/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giám/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giám/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,663.256,(663.256),,663256.0,-663256.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,(316.872.654),(278.417.535),,-316872654.0,-278417535.0
"(Giám) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","Những thay đổi về tài sản hoạt động > (Giám) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","(Giám) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt","(Giám) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tất toán trái phiếu đặc biệt",(26.117.579),(23.561.854),,-26117579.0,-23561854.0
(Tăng) khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng) khác về tài sản hoạt động,(Tăng) khác về tài sản hoạt động,(Tăng) khác về tài sản hoạt động,(8.362.270),(882.116),,-8362270.0,-882116.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
Tăng các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > Tăng các khoản nợ Chính phủ và NHNN,Tăng các khoản nợ Chính phủ và NHNN,Tăng các khoản nợ Chính phủ và NHNN,50.436.567,132.492.470,,50436567.0,132492470.0
"Tăng các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD khác","Tăng các khoản tiền gửi, tiền vay các TCTD khác","Tăng các khoản tiền gửi, tiền vay các TCTD khác",185.011.133,51.123.077,,185011133.0,51123077.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),269.826.142,248.475.301,,269826142.0,248475301.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),13.761.128,7.051.839,,13761128.0,7051839.0
"Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng/(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",61.600,(226.262),,61600.0,-226262.0
Tăng/(Giảm) các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng/(Giảm) các công cụ tài chính phải sinh và các tài sản tài chính khác,Tăng/(Giảm) các công cụ tài chính phải sinh và các tài sản tài chính khác,230.559,(328.155),,230559.0,-328155.0
(Giảm) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,(526.088),(940.393),,-526088.0,-940393.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,192.940.485,98.846.772,,192940485.0,98846772.0
