row_label_raw,row_label_full,STT,Tên công ty,Quyết định thành lập/Giấy phép hoạt động số,Lĩnh vực hoạt động,Tỷ lệ sở hữu của Ngân hàng,numeric__Tên công ty,numeric__Quyết định thành lập/Giấy phép hoạt động số,numeric__Lĩnh vực hoạt động,numeric__Tỷ lệ sở hữu của Ngân hàng
1,1,1,Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản BIDV (“BAMC”),0101196750 ngày 11 tháng 7 năm 2025 của Sở Kế hoạch và Đầu tư thành phố Hà Nội,Quản lý nợ và khai thác tài sản,"100,00%",,,,1.0
2,2,2,Công ty Cổ phần Chứng khoán BIDV (“BSC”),111/GP-UBCK ngày 31 tháng 12 năm 2010 của Ủy ban Chứng khoán Nhà nước và Giấy phép điều chỉnh gần nhất số 65/GPĐC-UBCK ngày 11/08/2025 của Ủy ban Chứng khoán Nhà nước cấp,Chứng khoán,"51,97%",,,,0.5196999999999999
3,3,3,Tổng Công ty Cổ phần Bảo hiểm BIDV (“BIC”),11/GPĐC21/KDBH ngày 18 tháng 11 năm 2025 của Bộ Tài chính,Bảo hiểm,"51,01%",,,,0.5101
4,4,4,Công ty Cổ phần Chứng khoán MHB (“MHBS”),45/UBCK-GPHĐKD ngày 28 tháng 12 năm 2006 của Ủy ban Chứng khoán Nhà nước,Chứng khoán,"60,00%",,,,0.6
5,5,5,Ngân hàng Đầu tư và Phát triển Campuchia (“BIDC”),B7.09.148 ngày 14 tháng 8 năm 2009 của Ngân hàng Quốc gia Campuchia,Ngân hàng,"98,50%",,,,0.985
6,6,6,Công ty Liên doanh Bảo hiểm Lào Việt (“LVI”) (*),077-08/ĐT ngày 19 tháng 6 năm 2008 do Bộ Kế hoạch Đầu tư của nước Cộng hòa dân chủ nhân dân Lào cấp và được thay thế bởi Giấy phép đầu tư số 028-2024/BKH.DDT4 ngày 19 tháng 4 năm 2024 của Bộ Kế hoạch và Đầu tư Lào,Bảo hiểm,"33,15%",,,,0.33149999999999996
7,7,7,Ngân hàng Liên doanh Lào Việt (“LVB”),Giấy phép đầu tư nước ngoài số 985-326 ngày 10 tháng 6 năm 1999 và bán sửa đối gần nhất số 003-2021/KH-ĐT4 ngày 4 tháng 1 năm 2021 do Bộ Kế hoạch và Đầu tư CHDCND Lào cấp,Ngân hàng,"65,00%",,,,0.65
