row_label_raw,row_label_full,col_0,Năm 2025,Năm 2025_1,Năm 2025_2,Năm 2025_3,Năm 2025_4,Năm 2025_5,Năm 2025_6,numeric__Năm 2025,numeric__Năm 2025_1,numeric__Năm 2025_2,numeric__Năm 2025_3,numeric__Năm 2025_4,numeric__Năm 2025_5,numeric__Năm 2025_6
,,,Ngân hàng,Cho thuê tài chính,Bảo hiểm,Chứng khoán,Khác,Điều chính hợp nhất,Tổng cộng,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,62.152.820,219.047,338.076,531.695,4.288,49.180,63.295.106,62152820.0,219047.0,338076.0,531695.0,4288.0,49180.0,63295106.0
- Từ các giao dịch với khách hàng bên ngoài,- Từ các giao dịch với khách hàng bên ngoài,- Từ các giao dịch với khách hàng bên ngoài,62.152.820,219.047,338.076,531.695,(44.892),-,63.196.746,62152820.0,219047.0,338076.0,531695.0,-44892.0,,63196746.0
- Từ các giao dịch với các bộ phận khác,- Từ các giao dịch với các bộ phận khác,- Từ các giao dịch với các bộ phận khác,-,-,-,-,49.180,(49.180),-,,,,,49180.0,-49180.0,
Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,5.845.897,(694),990.248,227.260,63.813,(202.296),6.924.228,5845897.0,-694.0,990248.0,227260.0,63813.0,-202296.0,6924228.0
- Từ các giao dịch với khách hàng bên ngoài,- Từ các giao dịch với khách hàng bên ngoài,- Từ các giao dịch với khách hàng bên ngoài,5.845.897,801,1.128.325,226.572,127.225,-,7.328.820,5845897.0,801.0,1128325.0,226572.0,127225.0,,7328820.0
- Từ các giao dịch với các bộ phận khác,- Từ các giao dịch với các bộ phận khác,- Từ các giao dịch với các bộ phận khác,-,(1.495),(138.077),688,(63.412),(202.296),(404.592),,-1495.0,-138077.0,688.0,-63412.0,-202296.0,-404592.0
Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,3.796.314,103,(4.826),3,-,(1),3.791.593,3796314.0,103.0,-4826.0,3.0,,-1.0,3791593.0
Lãi thuần từ mua bán chứng khoán,Lãi thuần từ mua bán chứng khoán,Lãi thuần từ mua bán chứng khoán,2.676.751,-,156.747,146.698,-,564,2.980.760,2676751.0,,156747.0,146698.0,,564.0,2980760.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,13.122.678,19.247,4.634,(996),18,(20.508),13.125.073,13122678.0,19247.0,4634.0,-996.0,18.0,-20508.0,13125073.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",239.428,-,13.352,12.842,-,831.550,1.097.172,239428.0,,13352.0,12842.0,,831550.0,1097172.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,87.833.888,237.703,1.498.231,917.502,68.119,658.489,91.213.932,87833888.0,237703.0,1498231.0,917502.0,68119.0,658489.0,91213932.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,(17.008.431),(87.038),(502.228),(218.812),(32.695),71.121,(17.778.083),-17008431.0,-87038.0,-502228.0,-218812.0,-32695.0,71121.0,-17778083.0
Chi phí khấu hao và khấu trừ,Chi phí khấu hao và khấu trừ,Chi phí khấu hao và khấu trừ,(1.258.111),(2.518),(11.291),(8.500),(70),(1),(1.280.491),-1258111.0,-2518.0,-11291.0,-8500.0,-70.0,-1.0,-1280491.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(10.902.240),(52.912),(305.784),(103.504),(20.236),15.498,(11.369.178),-10902240.0,-52912.0,-305784.0,-103504.0,-20236.0,15498.0,-11369178.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(29.168.782),(142.468),(819.303),(330.816),(53.001),86.618,(30.427.752),-29168782.0,-142468.0,-819303.0,-330816.0,-53001.0,86618.0,-30427752.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,58.665.106,95.235,678.928,586.686,15.118,745.107,60.786.180,58665106.0,95235.0,678928.0,586686.0,15118.0,745107.0,60786180.0
(Chi phí)/Hoàn nhập dự phòng rủi ro tín dụng,(Chi phí)/Hoàn nhập dự phòng rủi ro tín dụng,(Chi phí)/Hoàn nhập dự phòng rủi ro tín dụng,(22.924.874),(42.627),-,(31.159),-,(2),(22.998.662),-22924874.0,-42627.0,,-31159.0,,-2.0,-22998662.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,35.740.232,52.608,678.928,555.527,15.118,745.105,37.787.518,35740232.0,52608.0,678928.0,555527.0,15118.0,745105.0,37787518.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(7.108.894),(10.558),(128.326),(121.045),(2.500),-,(7.371.323),-7108894.0,-10558.0,-128326.0,-121045.0,-2500.0,,-7371323.0
Thu nhập/(Chi phí) thuế TNDN hoãn lại,Thu nhập/(Chi phí) thuế TNDN hoãn lại,Thu nhập/(Chi phí) thuế TNDN hoãn lại,(183),-,(72),-,-,14.190,13.935,-183.0,,-72.0,,,14190.0,13935.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,28.631.155,42.050,550.530,434.482,12.618,759.295,30.430.130,28631155.0,42050.0,550530.0,434482.0,12618.0,759295.0,30430130.0
Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,,,,,,,
TỔNG TÀI SẢN,Tại ngày 31 tháng 12 năm 2025 > TỔNG TÀI SẢN,TỔNG TÀI SẢN,3.320.294.997,7.600.316,10.092.706,16.580.746,133.671,(23.876.716),3.330.825.720,3320294997.0,7600316.0,10092706.0,16580746.0,133671.0,-23876716.0,3330825720.0
TỔNG NỘ PHẢI TRÀ,Tại ngày 31 tháng 12 năm 2025 > TỔNG NỘ PHẢI TRÀ,TỔNG NỘ PHẢI TRÀ,3.153.021.386,6.488.488,6.709.612,11.363.126,18.241,(20.328.035),3.157.272.818,3153021386.0,6488488.0,6709612.0,11363126.0,18241.0,-20328035.0,3157272818.0
