row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,37.787.518,32.076.221,37787518.0,32076221.0
- Lợi nhuận trước thuế của các công ty con,- Lợi nhuận trước thuế của các công ty con,- Lợi nhuận trước thuế của các công ty con,(1.533.565),(1.218.197),-1533565.0,-1218197.0
- Các khoản điều chỉnh hợp nhất,- Các khoản điều chỉnh hợp nhất,- Các khoản điều chỉnh hợp nhất,(745.107),(160.153),-745107.0,-160153.0
Lợi nhuận trước thuế của Ngân hàng mẹ,Lợi nhuận trước thuế của Ngân hàng mẹ,Lợi nhuận trước thuế của Ngân hàng mẹ,35.508.846,30.697.871,35508846.0,30697871.0
- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(220.392),(205.774),-220392.0,-205774.0
- Các chi phí không được khấu trừ,- Các chi phí không được khấu trừ,- Các chi phí không được khấu trừ,14.691,97.678,14691.0,97678.0
- Chênh lệch tạm thời chi phí dự phòng đầu tư dài hạn theo quy định tại Thông tư 48,- Chênh lệch tạm thời chi phí dự phòng đầu tư dài hạn theo quy định tại Thông tư 48,- Chênh lệch tạm thời chi phí dự phòng đầu tư dài hạn theo quy định tại Thông tư 48,(913),(312),-913.0,-312.0
Thu nhập chịu thuế ước tính của Ngân hàng mẹ,Thu nhập chịu thuế ước tính của Ngân hàng mẹ,Thu nhập chịu thuế ước tính của Ngân hàng mẹ,35.302.232,30.589.463,35302232.0,30589463.0
Chi phí thuế TNDN hiện hành ước tính của Ngân hàng mẹ,Chi phí thuế TNDN hiện hành ước tính của Ngân hàng mẹ,Chi phí thuế TNDN hiện hành ước tính của Ngân hàng mẹ,7.063.145,6.117.892,7063145.0,6117892.0
Chi phí thuế TNDN hiện hành của các công ty con,Chi phí thuế TNDN hiện hành của các công ty con,Chi phí thuế TNDN hiện hành của các công ty con,308.178,285.006,308178.0,285006.0
Chi phí thuế TNDN trong năm của toàn hệ thống,Chi phí thuế TNDN trong năm của toàn hệ thống,Chi phí thuế TNDN trong năm của toàn hệ thống,7.371.323,6.402.898,7371323.0,6402898.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,2.992.028,3.442.246,2992028.0,3442246.0
Thuế TNDN thực nộp trong năm,Thuế TNDN thực nộp trong năm,Thuế TNDN thực nộp trong năm,(6.769.278),(6.884.931),-6769278.0,-6884931.0
Bù trừ số thuế nộp thiếu các năm trước,Bù trừ số thuế nộp thiếu các năm trước,Bù trừ số thuế nộp thiếu các năm trước,(3.401),26.653,-3401.0,26653.0
Tăng khác,Tăng khác,Tăng khác,1.022,5.162,1022.0,5162.0
Thuế TNDN phải trả thuần cuối năm,Thuế TNDN phải trả thuần cuối năm,Thuế TNDN phải trả thuần cuối năm,3.591.694,2.992.028,3591694.0,2992028.0
