row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hiện tại,Số cuối năm > Tỷ lệ sở hữu của Ngân hàng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hiện tại,Số đầu năm > Tỷ lệ sở hữu của Ngân hàng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hiện tại,numeric__Số cuối năm > Tỷ lệ sở hữu của Ngân hàng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hiện tại,numeric__Số đầu năm > Tỷ lệ sở hữu của Ngân hàng
,,,Triệu VND,Triệu VND,%,Triệu VND,Triệu VND,%,,,,,,
"Công ty Cổ phần Cho thuê máy bay Việt Nam (""VALC"")","Công ty Cổ phần Cho thuê máy bay Việt Nam (""VALC"")","Công ty Cổ phần Cho thuê máy bay Việt Nam (""VALC"")",244.207,1.211.083,"18,52",244.207,739.841,"18,52",244207.0,1211083.0,18.52,244207.0,739841.0,18.52
"Công ty TNHH Lương thực Campuchia - Việt Nam (""Cavifood"")","Công ty TNHH Lương thực Campuchia - Việt Nam (""Cavifood"")","Công ty TNHH Lương thực Campuchia - Việt Nam (""Cavifood"")",-,-,"32,51",-,-,"32,51",,,32.51,,,32.51
,,,244.207,1.211.083,,244.207,739.841,,244207.0,1211083.0,,244207.0,739841.0,
