row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Quá hạn_2,Quá hạn_3,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Quá hạn_2,numeric__Quá hạn_3
,,,Dưới 90 ngày,Từ 91 tối180 ngày,Từ 181 tối360 ngày,Trên 360 ngày,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,82.031,73.675,497.119,674.090,82031.0,73675.0,497119.0,674090.0
