row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm(Trình bày lại),Số đầu năm(Trình bày lại)_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm(Trình bày lại),numeric__Số đầu năm(Trình bày lại)_1
,,,Triệu VND,%,Triệu VND,%,,,,
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,2.306.515.484,"97,19",1.992.589.394,"96,92",2306515484.0,97.19,1992589394.0,96.92
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,31.462.771,"1,33",34.428.411,"1,67",31462771.0,1.33,34428411.0,1.67
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,4.473.881,"0,19",3.666.965,"0,18",4473881.0,0.19,3666965.0,0.18
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,4.677.985,"0,20",5.577.478,"0,27",4677985.0,0.2,5577478.0,0.27
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,25.824.953,"1,09",19.820.172,"0,96",25824953.0,1.09,19820172.0,0.96
,,,2.372.955.074,"100,00",2.056.082.420,"100,00",2372955074.0,100.0,2056082420.0,100.0
