row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay (cho vay khách hàng và các TCTD khác) triệu đồng,Tổng tiền gửi huy động (tiền gửi của khách hàng và tiền gửi của các TCTD khác) triệu đồng,Các cam kết tin dụng triệu đồng,Công cụ tài chính phải sinh (Tổng giá trị hợp đồng) triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng dư nợ cho vay (cho vay khách hàng và các TCTD khác) triệu đồng,numeric__Tổng tiền gửi huy động (tiền gửi của khách hàng và tiền gửi của các TCTD khác) triệu đồng,numeric__Các cam kết tin dụng triệu đồng,numeric__Công cụ tài chính phải sinh (Tổng giá trị hợp đồng) triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,216.125.053,275.865.534,48.900.062,326.782.297,97.307.982,216125053.0,275865534.0,48900062.0,326782297.0,97307982.0
Nước ngoài,Nước ngoài,Nước ngoài,-,197.231,-,-,-,,197231.0,,,
Tổng,Tổng,Tổng,216.125.053,276.062.765,48.900.062,326.782.297,97.307.982,216125053.0,276062765.0,48900062.0,326782297.0,97307982.0
