row_label_raw,row_label_full,col_0,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,2.307.843,1.810.823,2307843.0,1810823.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,848.286,778.997,848286.0,778997.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,9.585,2.152,9585.0,2152.0
Thu từ nghiệp vụ ủy thác và đại lý,Thu từ nghiệp vụ ủy thác và đại lý,Thu từ nghiệp vụ ủy thác và đại lý,77.390,107.398,77390.0,107398.0
Thu từ dịch vụ khác,Thu từ dịch vụ khác,Thu từ dịch vụ khác,1.372.582,922.276,1372582.0,922276.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(562.633),(468.065),-562633.0,-468065.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(301.277),(243.246),-301277.0,-243246.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(7.920),(7.959),-7920.0,-7959.0
Chi từ dịch vụ khác,Chi từ dịch vụ khác,Chi từ dịch vụ khác,(253.436),(216.860),-253436.0,-216860.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.745.210,1.342.758,1745210.0,1342758.0
