row_label_raw,row_label_full,col_0,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",82.542,90.321,82542.0,90321.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.253.238,2.786.958,2253238.0,2786958.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,1.892.927,2.426.338,1892927.0,2426338.0
Các khoản chỉ đóng góp theo lương,Các khoản chỉ đóng góp theo lương,Các khoản chỉ đóng góp theo lương,214.569,222.584,214569.0,222584.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,74.497,56.972,74497.0,56972.0
Các khoản chỉ khác,Các khoản chỉ khác,Các khoản chỉ khác,71.245,81.064,71245.0,81064.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.033.988,794.173,1033988.0,794173.0
Khấu hao tài sản cố định,Khấu hao tài sản cố định,Khấu hao tài sản cố định,123.418,100.888,123418.0,100888.0
Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,166.954,137.600,166954.0,137600.0
Thuê tài sản,Thuê tài sản,Thuê tài sản,667.661,507.089,667661.0,507089.0
Mua sắm công cụ lao động,Mua sắm công cụ lao động,Mua sắm công cụ lao động,69.712,41.494,69712.0,41494.0
Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,6.243,7.102,6243.0,7102.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.351.826,1.244.872,1351826.0,1244872.0
Công tác phí,Công tác phí,Công tác phí,88.461,78.951,88461.0,78951.0
"Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn",172.255,180.452,172255.0,180452.0
Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,1.091.110,985.469,1091110.0,985469.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",125.603,109.952,125603.0,109952.0
Hoàn nhập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),Hoàn nhập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),Hoàn nhập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),(3.221),(8),-3221.0,-8.0
,,,4.843.976,5.026.268,4843976.0,5026268.0
