row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2025,Tổng giá trị hợp đồng (*) triệu đồng > Tại ngày 31 tháng 12 năm 2025,Tổng giá trị ghi số (**) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2025,Tổng giá trị ghi số (**) > Nợ phải trả triệu đồng > Tại ngày 31 tháng 12 năm 2025,Tổng giá trị ghi số (**) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2025,numeric__Tổng giá trị hợp đồng (*) triệu đồng > Tại ngày 31 tháng 12 năm 2025,numeric__Tổng giá trị ghi số (**) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2025,numeric__Tổng giá trị ghi số (**) > Nợ phải trả triệu đồng > Tại ngày 31 tháng 12 năm 2025,numeric__Tổng giá trị ghi số (**) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2025
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,70.403.946,-,(192.817),(192.817),70403946.0,,-192817.0,-192817.0
Giao dịch hoán đối,Công cụ tài chính phải sinh > Giao dịch hoán đối,Giao dịch hoán đối,256.378.351,-,(240.697),(240.697),256378351.0,,-240697.0,-240697.0
,,,326.782.297,-,(433.514),(433.514),326782297.0,,-433514.0,-433514.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,,,,
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,67.839.697,-,(67.298),(67.298),67839697.0,,-67298.0,-67298.0
Giao dịch hoán đối,Công cụ tài chính phải sinh > Giao dịch hoán đối,Giao dịch hoán đối,222.988.861,-,(662.830),(662.830),222988861.0,,-662830.0,-662830.0
,,,290.828.558,-,(730.128),(730.128),290828558.0,,-730128.0,-730128.0
