row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025triệu đồng,Ngày 31 tháng 12năm 2024triệu đồng,numeric__Ngày 31 tháng 12năm 2025triệu đồng,numeric__Ngày 31 tháng 12năm 2024triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,179.186,183.030,179186.0,183030.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,563.818.271,479.800.332,563818271.0,479800332.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,9.059.474,11.749.712,9059474.0,11749712.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,9.058.693,11.751.127,9058693.0,11751127.0
Cam kết giao dịch hoán đổi tiền tệ,Cam kết giao dịch hoán đổi tiền tệ,Cam kết giao dịch hoán đổi tiền tệ,545.700.104,456.299.493,545700104.0,456299493.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,7.543.173,3.135.897,7543173.0,3135897.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,7.781.999,3.545.336,7781999.0,3545336.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(238.826),(409.439),-238826.0,-409439.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,41.177.703,24.893.161,41177703.0,24893161.0
Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,13.014.554,4.330.878,13014554.0,4330878.0
Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,6.771.570,5.784.610,6771570.0,5784610.0
Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,1.501.442,1.512.805,1501442.0,1512805.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,20.918.711,14.248.401,20918711.0,14248401.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(1.028.574),(983.533),-1028574.0,-983533.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,23.252.578,20.300.893,23252578.0,20300893.0
