row_label_raw,row_label_full,col_0,Năm 2025triệu đồng,Năm 2024triệu đồng,numeric__Năm 2025triệu đồng,numeric__Năm 2024triệu đồng
Công ty TNEX FINANCE – Công ty con,Công ty TNEX FINANCE – Công ty con,Công ty TNEX FINANCE – Công ty con,Công ty TNEX FINANCE – Công ty con,Công ty TNEX FINANCE – Công ty con,,
Chi phí lãi tiền gửi và giấy tờ có giá,Công ty TNEX FINANCE – Công ty con > Chi phí lãi tiền gửi và giấy tờ có giá,Chi phí lãi tiền gửi và giấy tờ có giá,(39.726),(1.244),-39726.0,-1244.0
Thu nhập từ lãi tiền gửi,Công ty TNEX FINANCE – Công ty con > Thu nhập từ lãi tiền gửi,Thu nhập từ lãi tiền gửi,136.351,32.372,136351.0,32372.0
Thu nhập từ phí dịch vụ,Công ty TNEX FINANCE – Công ty con > Thu nhập từ phí dịch vụ,Thu nhập từ phí dịch vụ,108,68,108.0,68.0
Nhận tiền gửi có kỳ hạn của MSB,Công ty TNEX FINANCE – Công ty con > Nhận tiền gửi có kỳ hạn của MSB,Nhận tiền gửi có kỳ hạn của MSB,26.199.594,7.673.700,26199594.0,7673700.0
MSB rút tiền gửi có kỳ hạn,Công ty TNEX FINANCE – Công ty con > MSB rút tiền gửi có kỳ hạn,MSB rút tiền gửi có kỳ hạn,23.806.200,6.599.500,23806200.0,6599500.0
Gửi tiền có kỳ hạn tại MSB,Công ty TNEX FINANCE – Công ty con > Gửi tiền có kỳ hạn tại MSB,Gửi tiền có kỳ hạn tại MSB,7.000.000,3.380.000,7000000.0,3380000.0
Rút tiền gửi có kỳ hạn tại MSB,Công ty TNEX FINANCE – Công ty con > Rút tiền gửi có kỳ hạn tại MSB,Rút tiền gửi có kỳ hạn tại MSB,7.000.000,3.580.000,7000000.0,3580000.0
Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,,
Chi phí lãi tiền gửi,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(73.190),(73.698),-73190.0,-73698.0
Gửi tiền có kỳ hạn tại MSB,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn > Gửi tiền có kỳ hạn tại MSB,Gửi tiền có kỳ hạn tại MSB,4.230.000,-,4230000.0,
Rút tiền gửi có kỳ hạn tại MSB,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn > Rút tiền gửi có kỳ hạn tại MSB,Rút tiền gửi có kỳ hạn tại MSB,-,1.555.000,,1555000.0
CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,,
Chi phí lãi tiền gửi,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(34),(14),-34.0,-14.0
Thu nhập lãi tiền vay,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị > Thu nhập lãi tiền vay,Thu nhập lãi tiền vay,-,8,,8.0
Thu nhập từ phí dịch vụ,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị > Thu nhập từ phí dịch vụ,Thu nhập từ phí dịch vụ,100,20,100.0,20.0
Gửi tiền có kỳ hạn tại MSB,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị > Gửi tiền có kỳ hạn tại MSB,Gửi tiền có kỳ hạn tại MSB,-,760,,760.0
CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,,
Chi phí lãi tiền gửi,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(3),(2),-3.0,-2.0
Thu nhập lãi tiền vay,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị > Thu nhập lãi tiền vay,Thu nhập lãi tiền vay,1,-,1.0,
CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,,
Chi phí lãi tiền gửi,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(1),(1),-1.0,-1.0
CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,,
Chi phí lãi tiền gửi,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(3),(3),-3.0,-3.0
Thu nhập từ phí dịch vụ,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị > Thu nhập từ phí dịch vụ,Thu nhập từ phí dịch vụ,-,2,,2.0
Chi phí dịch vụ thuê ngoài,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí dịch vụ thuê ngoài,Chi phí dịch vụ thuê ngoài,(1.414),-,-1414.0,
"Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này",,
Thù lao của Hội đồng quản trị,"Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này > Thù lao của Hội đồng quản trị",Thù lao của Hội đồng quản trị,(11.083),(11.395),-11083.0,-11395.0
Ông Trần Anh Tuân,Ông Trần Anh Tuân,Ông Trần Anh Tuân,-,-,,
Bà Nguyễn Thị Thiên Hương,Ông Trần Anh Tuân > Bà Nguyễn Thị Thiên Hương,Bà Nguyễn Thị Thiên Hương,-,(806),,-806.0
Ông Nguyễn Hoàng An,Ông Trần Anh Tuân > Ông Nguyễn Hoàng An,Ông Nguyễn Hoàng An,(2.975),(2.952),-2975.0,-2952.0
Ông Trần Xuân Quảng,Ông Trần Anh Tuân > Ông Trần Xuân Quảng,Ông Trần Xuân Quảng,(2.845),(2.838),-2845.0,-2838.0
Bà Lê Thị Liên,Ông Trần Anh Tuân > Bà Lê Thị Liên,Bà Lê Thị Liên,(1.895),(1.879),-1895.0,-1879.0
Ông Võ Tấn Long,Ông Trần Anh Tuân > Ông Võ Tấn Long,Ông Võ Tấn Long,(1.775),(1.328),-1775.0,-1328.0
Ông Tạ Ngọc Đa,Ông Trần Anh Tuân > Ông Tạ Ngọc Đa,Ông Tạ Ngọc Đa,(1.593),(1.592),-1593.0,-1592.0
Thù lao của Ban kiểm soát,Ông Trần Anh Tuân > Thù lao của Ban kiểm soát,Thù lao của Ban kiểm soát,(5.730),(5.496),-5730.0,-5496.0
Lương của Tổng Giám đốc,Ông Trần Anh Tuân > Lương của Tổng Giám đốc,Lương của Tổng Giám đốc,(11.355),(11.532),-11355.0,-11532.0
Thu nhập lãi tiền vay,Ông Trần Anh Tuân > Thu nhập lãi tiền vay,Thu nhập lãi tiền vay,5.302,4.268,5302.0,4268.0
Chi phí lãi tiền gửi và chứng chỉ tiền gửi,Ông Trần Anh Tuân > Chi phí lãi tiền gửi và chứng chỉ tiền gửi,Chi phí lãi tiền gửi và chứng chỉ tiền gửi,(3.449),(19.469),-3449.0,-19469.0
Thu nhập từ phí dịch vụ và thu nhập khác,Ông Trần Anh Tuân > Thu nhập từ phí dịch vụ và thu nhập khác,Thu nhập từ phí dịch vụ và thu nhập khác,464,364,464.0,364.0
