row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Thuyết minh,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,24,21.017.004,18.397.324,24.0,21017004.0,18397324.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,25,(10.650.652),(8.432.364),25.0,-10650652.0,-8432364.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,10.366.352,9.964.960,,10366352.0,9964960.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,2.307.843,1.810.823,,2307843.0,1810823.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(562.633),(468.065),,-562633.0,-468065.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,26,1.745.210,1.342.758,26.0,1745210.0,1342758.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,27,844.989,1.055.874,27.0,844989.0,1055874.0
Lỗ thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ mua bán chứng khoán kinh doanh,Lỗ thuần từ mua bán chứng khoán kinh doanh,28,(74),(478),28.0,-74.0,-478.0
(Lỗ)/Lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/Lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/Lãi thuần từ mua bán chứng khoán đầu tư,29,(76.632),273.491,29.0,-76632.0,273491.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,498.376,1.800.319,,498376.0,1800319.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,,(32.390),(577.472),,-32390.0,-577472.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,30,465.986,1.222.847,30.0,465986.0,1222847.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,31,(4.843.976),(5.026.268),31.0,-4843976.0,-5026268.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,8.501.855,8.833.184,,8501855.0,8833184.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,32,(1.462.660),(1.924.445),32.0,-1462660.0,-1924445.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,7.039.195,6.908.739,,7039195.0,6908739.0
"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành","Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành","Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",33,(1.420.027),(1.382.983),33.0,-1420027.0,-1382983.0
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,,(1.420.027),(1.382.983),,-1420027.0,-1382983.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,5.619.168,5.525.756,,5619168.0,5525756.0
