row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2022,Quá hạn > Ngày 31 tháng 12 năm 2022,Không chịu lãi suất > Ngày 31 tháng 12 năm 2022,Dưới 1 tháng > Ngày 31 tháng 12 năm 2022,Từ 1 đến 3 tháng > Ngày 31 tháng 12 năm 2022,Từ trên 3 đến 6 tháng > Ngày 31 tháng 12 năm 2022,Từ trên 6 đến 12 tháng > Ngày 31 tháng 12 năm 2022,Từ trên 1 đến 5 năm > Ngày 31 tháng 12 năm 2022,Trên 5 năm > Ngày 31 tháng 12 năm 2022,Tổng cộng > Ngày 31 tháng 12 năm 2022,numeric__Quá hạn > Ngày 31 tháng 12 năm 2022,numeric__Không chịu lãi suất > Ngày 31 tháng 12 năm 2022,numeric__Dưới 1 tháng > Ngày 31 tháng 12 năm 2022,numeric__Từ 1 đến 3 tháng > Ngày 31 tháng 12 năm 2022,numeric__Từ trên 3 đến 6 tháng > Ngày 31 tháng 12 năm 2022,numeric__Từ trên 6 đến 12 tháng > Ngày 31 tháng 12 năm 2022,numeric__Từ trên 1 đến 5 năm > Ngày 31 tháng 12 năm 2022,numeric__Trên 5 năm > Ngày 31 tháng 12 năm 2022,numeric__Tổng cộng > Ngày 31 tháng 12 năm 2022
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,11.837.556,32.465.459,105.555.107,140.428.478,45.268.031,39.493.666,22.199.851,22.222.657,419.470.805,11837556.0,32465459.0,105555107.0,140428478.0,45268031.0,39493666.0,22199851.0,22222657.0,419470805.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,8.779.197,2.042.061,-,-,-,-,10.821.258,,,8779197.0,2042061.0,,,,,10821258.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,46.765.375,21.540.645,13.188.415,10.116.543,1.042.222,-,92.653.200,,,46765375.0,21540645.0,13188415.0,10116543.0,1042222.0,,92653200.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,268.648,53.652.970,43.790.834,81.280.785,34.595.698,2.208.185,54,215.797.174,,268648.0,53652970.0,43790834.0,81280785.0,34595698.0,2208185.0,54.0,215797174.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,226.480,-,-,-,-,-,-,226.480,,226480.0,,,,,,,226480.0
"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,810,2.796.946,-,-,-,62.399,2.860.155,,,810.0,2796946.0,,,,62399.0,2860155.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,341.000,3.755.625,11.994.761,28.060.254,10.000,44.161.640,,,,341000.0,3755625.0,11994761.0,28060254.0,10000.0,44161640.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,10.758.230,-,-,-,-,-,-,10.758.230,,10758230.0,,,,,,,10758230.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,11.253.358,109.198.352,70.511.486,98.224.825,56.707.002,31.310.661,72.453,377.278.137,,11253358.0,109198352.0,70511486.0,98224825.0,56707002.0,31310661.0,72453.0,377278137.0
Mức chênh nhạy cảm với lãi suất,Nợ phải trả > Mức chênh nhạy cảm với lãi suất,Mức chênh nhạy cảm với lãi suất,11.837.556,21.212.101,(3.643.245),69.916.992,(52.956.794),(17.213.336),(9.110.810),22.150.204,42.192.668,11837556.0,21212101.0,-3643245.0,69916992.0,-52956794.0,-17213336.0,-9110810.0,22150204.0,42192668.0
