row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,,,,
- Dưới 12 tháng,Chứng chỉ tiền gửi bằng VND > - Dưới 12 tháng,- Dưới 12 tháng,15.352.000,7.650.000,15352000.0,7650000.0
- Từ 12 tháng đến dưới 5 năm,Chứng chỉ tiền gửi bằng VND > - Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,2.619.000,2.972.000,2619000.0,2972000.0
- Từ 5 năm trở lên,Chứng chỉ tiền gửi bằng VND > - Từ 5 năm trở lên,- Từ 5 năm trở lên,157.000,157.000,157000.0,157000.0
Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,,,,
- Từ 12 tháng đến dưới 5 năm,Trái phiếu thường bằng VND > - Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,9.800.000,19.450.000,9800000.0,19450000.0
- Từ 5 năm trở lên,Trái phiếu thường bằng VND > - Từ 5 năm trở lên,- Từ 5 năm trở lên,15.152.063,6.352.063,15152063.0,6352063.0
Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),,,,
- Từ 5 năm trở lên,Trái phiếu chuyển đổi bằng USD (i) > - Từ 5 năm trở lên,- Từ 5 năm trở lên,7.887.750,7.621.250,7887750.0,7621250.0
Chi phí phát hành giấy tờ có giá,Trái phiếu chuyển đổi bằng USD (i) > Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,(29.665),(40.673),-29665.0,-40673.0
,,,50.938.148,44.161.640,50938148.0,44161640.0
