row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,238.604,313.825,238604.0,313825.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Phải trả giao dịch chuyển tiền nhanh qua thể,Các khoản phải trả cho bên ngoài > - Phải trả giao dịch chuyển tiền nhanh qua thể,- Phải trả giao dịch chuyển tiền nhanh qua thể,4.188.693,1.784.549,4188693.0,1784549.0
- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),Các khoản phải trả cho bên ngoài > - Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),1.928.845,1.483.465,1928845.0,1483465.0
- Tiền giữ hộ và chờ thanh toán,Các khoản phải trả cho bên ngoài > - Tiền giữ hộ và chờ thanh toán,- Tiền giữ hộ và chờ thanh toán,463.899,478.133,463899.0,478133.0
- Phải trả cho đại lý,Các khoản phải trả cho bên ngoài > - Phải trả cho đại lý,- Phải trả cho đại lý,195.043,345.700,195043.0,345700.0
- Các khoản chi phí phải trả,Các khoản phải trả cho bên ngoài > - Các khoản chi phí phải trả,- Các khoản chi phí phải trả,191.299,79.726,191299.0,79726.0
- Tiền gửi phải trả kiểu hồi,Các khoản phải trả cho bên ngoài > - Tiền gửi phải trả kiểu hồi,- Tiền gửi phải trả kiểu hồi,80.869,72.629,80869.0,72629.0
- Hoa hồng phải trả,Các khoản phải trả cho bên ngoài > - Hoa hồng phải trả,- Hoa hồng phải trả,73.721,172.669,73721.0,172669.0
- Phải trả cổ tức của công ty con,Các khoản phải trả cho bên ngoài > - Phải trả cổ tức của công ty con,- Phải trả cổ tức của công ty con,7.500,-,7500.0,
- Phải trả khác,Các khoản phải trả cho bên ngoài > - Phải trả khác,- Phải trả khác,293.439,804.793,293439.0,804793.0
Doanh thu chờ phân bổ,Các khoản phải trả cho bên ngoài > Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,1.223.782,134.519,1223782.0,134519.0
"Quỹ khen thưởng, phúc lợi","Các khoản phải trả cho bên ngoài > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",41.611,35.289,41611.0,35289.0
,,,8.927.305,5.705.297,8927305.0,5705297.0
