row_label_raw,row_label_full,col_0,Thuyết minh,năm 2023Triệu đồng,năm 2022Triệu đồng,numeric__Thuyết minh,numeric__năm 2023Triệu đồng,numeric__năm 2022Triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,Các khoản nợ Chính phủ và Ngân hàng Nhà nước Việt Nam,V.07,26.590,10.821.258,,26590.0,10821258.0
"Tiền gửi và vay Chính phủ, NHNN","NỘ PHẢI TRẢ > Tiền gửi và vay Chính phủ, NHNN","Tiền gửi và vay Chính phủ, NHNN",,26.590,10.821.258,,26590.0,10821258.0
Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước,Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước,Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước,,,,,,
Tiền gửi và vay các TCTD khác,Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,V.08,112.086.978,92.653.200,,112086978.0,92653200.0
Tiền gửi các TCTD khác,Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước > Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,,62.597.686,49.440.640,,62597686.0,49440640.0
Vay các TCTD khác,Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước > Vay các TCTD khác,Vay các TCTD khác,,49.489.292,43.212.560,,49489292.0,43212560.0
Tiền gửi của khách hàng,Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước > Tiền gửi của khách hàng,Tiền gửi của khách hàng,V.09,370.777.888,215.797.174,,370777888.0,215797174.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,V.02,,226.480,,,226480.0
"Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro","Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước > Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro",,2.811.129,2.860.155,,2811129.0,2860155.0
Phát hành giấy tờ có giá,Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,"V.10, 13.2",50.938.148,44.161.640,,50938148.0,44161640.0
Các khoản nợ khác,Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước > Các khoản nợ khác,Các khoản nợ khác,V.11,19.273.804,10.758.230,,19273804.0,10758230.0
"Các khoản lãi, phí phải trả","Giao dịch bán và mua lại trái phiếu Chính phủ với Kho bạc Nhà nước > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",,10.346.499,5.052.933,,10346499.0,5052933.0
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,V.12.2,,,,,
Các khoản phải trả và công nợ khác,Thuế TNDN hoãn lại phải trả > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,,8.927.305,5.705.297,,8927305.0,5705297.0
Dự phòng rủi ro khác (cho công nợ tiềm ảnh và CKNB),Dự phòng rủi ro khác (cho công nợ tiềm ảnh và CKNB),Dự phòng rủi ro khác (cho công nợ tiềm ảnh và CKNB),,,,,,
TỔNG NỘ PHẢI TRẢ,Dự phòng rủi ro khác (cho công nợ tiềm ảnh và CKNB) > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,555.914.537,377.278.137,,555914537.0,377278137.0
